farm_id,grower_id,farm_nm,stat_cd,country,state_prov,entrpr_guid,crt_dt,upd_dt
50149,20081,Merriweather Upper Farm,A,United States,South Dakota,44fb6f4c-9e78-4f4c-8fc4-90e95ec5200e,2022-10-06,2025-11-18
50411,20221,Prescott North Homestead,A,United States,Indiana,abf6fa8b-2945-4751-a159-7010500f910d,2010-10-27,2012-12-17
50553,20336,Marsh Old Ranch,P,Canada,Saskatchewan,d0fcb882-8c7d-4408-b7d5-a1717af36c66,2010-05-18,2024-01-01
50359,20192,Ferreira Creek Ranch,A,Canada,Alberta,c7a4e7c6-e4a5-4275-bd7a-149c1245de57,2014-02-08,2017-11-19
50227,20122,Falkner Lower Farm,A,Canada,Ontario,f61e273f-8332-422c-ab32-1664d0f946f5,2013-07-25,
50049,20029,Jablonski New Ranch,A,United States,Ohio,b1f2277a-5568-47a2-9dd5-413fff98795f,2021-07-14,2022-10-13
50343,20181,Castellano Old Ranch,A,Canada,Saskatchewan,292639f3-55ce-4092-9f56-163c221c73d3,2013-06-17,
50428,20234,Xiong North Place,A,United States,Nebraska,,2020-05-06,2024-01-12
50286,20152,Hummel Valley Ground,A,Canada,Alberta,58d5ec26-ebdc-4afd-9007-f815a75a43de,2019-08-06,2020-07-06
50214,20115,Underhill Ridge Ground,A,United States,Nebraska,ef3c564c-7db7-49ba-988a-55ba2d7c7601,2019-01-19,
50556,20339,Tollefson Lake Quarter,I,United States,Nebraska,5aa60b3b-71de-4763-9b45-4569755d9464,2022-04-02,2023-12-29
50305,20162,Albrecht Hilltop Farm,A,United States,Indiana,dd7a0af1-1b06-4d0e-9749-3c12e5f25972,2022-04-22,2023-11-05
50141,20076,McAllister Creek Place,A,United States,South Dakota,ff443c6f-b92b-45ab-a7a4-941fadab86b7,2015-03-22,2015-11-20
50604,20387,Drummond North Farm,A,United States,South Dakota,ecb5cb97-5a4e-4591-bd08-c20bbd144747,2020-02-17,2026-04-04
50194,20102,McAllister North Section,A,United States,Missouri,70dd21b1-5410-4ab5-9862-4da1d6f28d2d,2014-01-01,2015-07-11
50122,20066,Steiner West Farm,A,United States,Kansas,620aa956-d416-45fd-833d-9b1699ca5a94,2019-05-22,2024-09-24
50334,20178,Hartley Lower Place,A,Canada,Alberta,f61b8977-6930-40ab-89ad-4be8c289cee9,2019-12-24,2021-11-10
50185,20098,Eastman Prairie Ground,A,United States,Indiana,f82f3a40-183a-4703-8087-c4d291a8dea7,2013-11-01,2025-09-23
50324,20172,Whitaker Upper Place,A,Canada,Saskatchewan,9618d435-78f8-4e0c-8224-cd065c029548,2018-05-21,
50100,20055,Dietrich Old Farm,A,United States,Nebraska,4f664d63-9587-401f-b36f-9f1c8a1f2666,2023-05-23,2026-04-17
50190,20100,Holloway Ridge Ground,A,United States,Nebraska,1400de3e-01fc-4581-852f-bb90f42768b5,2011-05-09,2024-11-06
50568,20351,Eastman New Place,I,United States,Wisconsin,2641cbb5-5ca3-4400-86fb-4dfe1c184300,2016-01-22,
50246,20132,Pemberton Upper Ranch,A,United States,Indiana,21223904-6e20-4632-870e-ffb598c723d2,2011-06-07,2021-11-08
50033,20020,Callahan Prairie Farm,A,Canada,Manitoba,c4e5e0b4-41de-4e11-95b8-db328fb74d53,2023-11-09,2025-10-05
50278,20148,Falkner East Ground,A,Canada,Saskatchewan,22706786-2122-4cf0-9a1e-7b89afd5b163,2015-06-20,2021-05-22
50364,20195,Falkner Hilltop Ground,A,United States,Kansas,292de841-f605-453a-b22f-0c20195ba5d9,2023-11-23,2024-06-14
50344,20182,Crenshaw Hilltop Section,A,United States,Kansas,d133d49f-f039-417d-9baf-2266ad3d72c1,2014-01-02,2015-07-15
50089,20049,Marsh Valley Ranch,A,Canada,Saskatchewan,9205e804-c1b2-49b9-b932-3bd976f51067,2014-02-13,2025-08-21
50269,20144,Tollefson Old Ground,A,Canada,Manitoba,6cba487e-2d5d-4f27-bbd5-1c6608e5ea83,2021-04-02,2022-07-11
50142,20076,McAllister Lake Farm,A,United States,South Dakota,c1c492af-57f5-4f38-88c6-a9362e3bb455,2018-09-25,2022-03-22
50043,20026,Hartley New Farm,A,United States,Indiana,e0f5f719-bf46-4a87-8ac8-cf161e59a536,2012-03-22,
50029,20017,Jablonski West Ground,A,United States,Illinois,0fc5a266-e831-4ebd-a4c6-8b815aaa28f4,2015-07-01,2015-12-23
50180,20096,Bergstrom Old Ground,A,United States,Nebraska,9bcd7635-16cf-466e-855b-78456a8e6506,2015-11-18,
50603,20386,Yoder Creek Place,A,United States,Missouri,553b227e-544f-428f-a929-c71f90e9f8f4,2013-04-29,2018-03-25
50488,20286,Dietrich Prairie Homestead,A,Australia,New South Wales,fdfcce1a-3b86-4c1a-860e-267625670ff9,2018-06-22,2019-01-12
50509,20300,Xiong Prairie Place,A,Australia,Victoria,799ed56b-d5d2-4237-8e7b-1c158df95d45,2017-01-31,2021-10-11
50513,20302,Ashworth East Ranch,A,Australia,Queensland,7e3a13b4-9bed-4e36-8456-15e2cd7cc9cf,2010-09-18,2021-08-23
50095,20053,Tollefson Valley Quarter,A,United States,Ohio,634cb80a-b26a-4543-acd2-e52b18cc0b23,2018-06-04,2022-11-24
50067,20037,Prescott River Quarter,A,United States,Missouri,9b183fa8-7234-4460-b3d1-e1e5c83e2c54,2014-10-18,2017-11-21
50276,20147,Novak Ridge Section,A,United States,Iowa,054b62ab-1b52-438b-93a8-f247ae256b17,2014-10-03,
50277,20147,Novak South Homestead,A,United States,Iowa,556fcf0e-1f34-4813-b65f-17977fd1503c,2010-11-12,2016-03-08
50589,20372,Vandermeer Ridge Farm,I,Canada,Ontario,c25a4418-1c52-4f73-96f6-1b029c5b1c96,2016-01-15,2025-09-30
50250,20134,Hummel East Quarter,A,United States,Indiana,2f7c6639-7bc2-4a55-b143-7c1389ccdd4c,2010-08-23,2014-04-12
50431,20237,Jablonski Prairie Ground,A,United States,Minnesota,,2014-06-03,2016-04-12
50151,20082,Lockhart Upper Ground,A,United States,Wisconsin,b73304c0-1ef9-4696-9483-fa77c1e09b8c,2021-08-27,
50371,20198,Crenshaw East Section,A,United States,Illinois,8c344713-9fbb-4435-be9b-0af8fd924109,2015-04-07,
50236,20127,Winters New Quarter,A,United States,Kansas,ed8d5d4d-5aa0-41e3-8221-38997198cfd8,2018-03-10,2021-01-03
50182,20097,Oberlin Old Section,A,United States,South Dakota,a39bc012-9096-4b10-b6b3-aa90e7567ff7,2012-10-30,
50302,20161,Vandermeer North Ground,A,United States,Missouri,13bca46e-d0f4-4367-8fc0-6c325e331e1b,2020-10-09,
50454,20260,Duval West Place,A,United States,Illinois,11aa4e82-0e76-476d-b071-d146075e7b2a,2020-01-18,2023-01-07
50215,20116,Rasmussen Creek Homestead,A,Canada,Alberta,bed14d60-9309-4096-9c6d-77e259a7be94,2012-10-10,2021-04-20
50511,20301,Holloway Lower Farm,A,Australia,Queensland,d706ee3c-df4a-4265-8b3d-0b6cf77c12c2,2010-06-12,2012-07-30
50562,20345,Merriweather East Section,I,Canada,Manitoba,ae1dae44-1606-43a0-ab0f-da64fe963241,2019-07-30,2021-08-23
50050,20030,Drummond Home Ground,A,United States,South Dakota,65525602-f04f-413f-8377-d65c9e116245,2017-09-05,2021-04-27
50047,20028,Delacroix River Place,A,United States,Illinois,55e27a18-4d27-4b5b-80f2-e2eca08b088f,2013-07-30,2013-09-21
50116,20063,Hummel Lower Section,A,Canada,Alberta,14eba1d7-8e1f-4962-886a-bff340005795,2016-12-18,
50491,20288,Xiong Lower Section,A,Australia,Queensland,d545d165-6096-4e90-bef8-072606e83f6c,2011-08-15,2025-11-10
50230,20124,Boudreau Valley Homestead,A,United States,Illinois,e3de880b-9f0e-495a-9f79-0592adb736dd,2020-12-12,2022-09-19
50159,20085,Kowalski Prairie Section,A,United States,Indiana,8f550ac9-d2b9-4a6c-ac90-c7c2efcc41b2,2019-12-15,2020-03-13
50353,20188,Lockhart East Place,A,United States,Indiana,36769562-2fbd-4d55-9379-ac19707a2cae,2010-11-14,2019-09-24
50307,20164,Baxter South Ranch,A,United States,Nebraska,87c104a2-8c7e-4f7c-806c-8effaae9e093,2012-11-12,
50434,20240,Steiner North Homestead,A,United States,Illinois,45738f38-fd97-43b0-9cae-8c090ce02fdb,2016-07-08,2017-08-06
50280,20148,Falkner New Ranch,A,Canada,Saskatchewan,6159bb64-7441-4c9b-a145-de70778aa5f9,2016-11-26,2022-05-21
50105,20058,Lockhart South Ground,A,United States,Kansas,aa0280c1-9805-4eec-801c-6e25087fa8aa,2016-11-26,2020-10-01
50531,20314,Ivanov Old Section,A,United States,Iowa,adc97c66-2a8f-4720-a5be-a32004ba9532,2023-06-16,2025-08-09
50295,20158,Dietrich Hilltop Section,A,United States,Minnesota,c0eb9986-7f2c-4377-bc9a-e44088d72862,2011-11-14,2017-10-17
50032,20019,Winters West Ground,A,United States,South Dakota,fe5fdb77-d12f-4ae1-b9a7-cdbfff28a360,2011-05-03,2020-05-24
50379,20203,Boudreau Lower Farm,A,United States,Nebraska,7772869e-569d-41f8-9338-29e1bc3122cb,2017-06-22,
50171,20091,Tollefson Upper Section,A,Canada,Saskatchewan,3b62067a-a0da-4ef2-9b5a-281de831b330,2021-12-28,2024-04-19
50555,20338,Ferreira Creek Place,P,United States,North Dakota,e11ba2da-8898-4c77-9732-8187e16c8aa7,2020-02-16,2023-08-02
50040,20025,Rasmussen Old Section,A,United States,Indiana,ee70d1a0-8433-47ec-bef4-46d1b246fdd4,2017-09-26,2026-02-13
50593,20376,Falkner Hilltop Quarter,I,Canada,Manitoba,61bfc1ac-fc1a-4855-8ba4-e7c6d57d6e8a,2018-06-23,2023-10-04
50020,20012,Yancey Lower Homestead,A,United States,Indiana,32f96270-046b-4248-afc6-785dc92d467c,2015-01-18,2025-10-15
50520,20306,Brenner Lake Place,A,Australia,Queensland,7b9c2cae-662e-4d66-b65d-5b936fd089c2,2019-01-23,2020-05-17
50176,20094,Quandt Creek Section,A,United States,Illinois,2f5efa7e-d0df-4f2c-9f0e-3dda16f5b118,2021-07-18,2024-09-21
50163,20087,Marsh East Section,A,United States,Illinois,dbf33d39-328e-4582-9f10-59a3db941177,2020-01-19,2022-06-07
50362,20194,Albrecht West Farm,A,United States,Wisconsin,99026443-ef40-4ecb-9314-7619bb1f47ee,2013-04-28,2020-01-27
50238,20128,Hummel New Homestead,A,United States,Indiana,d957fed9-e8ae-46f4-a20f-b816f1613844,2011-12-05,2015-11-26
50007,20005,Underhill Hilltop Ground,A,Canada,Ontario,a2c5e982-5570-4de0-8c0a-8e5f1abae7d2,2012-11-26,2020-11-06
50529,20312,Reyes West Farm,A,United States,Nebraska,bb957fe3-a7b8-4b80-831f-616856c6e67d,2014-04-18,2017-04-26
50477,20280,Crenshaw Home Place,A,Australia,Victoria,53e4ace2-a0ef-40a5-9eaa-fa2b055f9411,2021-02-22,
50210,20112,Castellano Valley Quarter,A,United States,Ohio,495f99bf-34b4-4abc-ac65-ee938173b7a8,2016-11-20,2024-02-02
50490,20288,Xiong West Quarter,A,Australia,Queensland,efccfb32-bc6c-4aab-90a3-0e22467facd8,2022-04-14,
50166,20089,Duval New Homestead,A,Canada,Manitoba,a96fc6f2-3156-4f25-8a53-610eaa86d614,2018-06-05,2023-07-01
50243,20130,Prescott Lower Place,A,United States,South Dakota,f33f3a48-7850-4717-bf45-f7422b20576f,2011-08-15,2013-09-24
50396,20212,Reyes Valley Ranch,A,United States,North Dakota,b2a4146a-cb5a-4dde-a4b4-a366e64961c3,2020-01-18,
50063,20036,Bergstrom Lake Farm,A,Canada,Manitoba,60261de3-fdf5-43f6-85eb-feb9c4b624d9,2012-06-21,2023-01-23
50201,20106,Girard Prairie Section,A,Canada,Ontario,e03ffc6e-5dd6-4b02-a311-22ee7b08d8f6,2017-05-23,2024-01-24
50004,20004,Ashworth Lower Ranch,A,United States,Minnesota,a8fa86e5-d5ab-40ef-9456-8c1afd099f94,2015-03-01,2018-12-17
50349,20185,Girard Valley Quarter,A,Canada,Ontario,e3c5fa7e-64cc-49ff-8911-5c5ed84cf589,2013-06-06,2016-10-18
50131,20071,Eastman Valley Homestead,A,Canada,Saskatchewan,5a6b4b92-c174-4ea5-8de4-8ef0a3cc6b3c,2011-04-15,2014-09-16
50279,20148,Falkner New Ground,A,Canada,Saskatchewan,fa5b60b9-9db8-4d2a-9bf2-6e9b72a14417,2013-04-14,
50492,20289,Duval Ridge Quarter,A,Australia,Western Australia,808f6eb6-cdcd-4f31-8886-f936e2281dba,2017-06-22,
50266,20142,Dietrich Creek Quarter,A,United States,Iowa,6589917a-60fe-4f5a-99e3-926dab2a5713,2017-02-25,2019-11-03
50545,20328,Ivanov Lower Section,A,United States,South Dakota,bb2970cf-579c-4a3c-9faf-ecbea97f11d6,2016-10-22,2018-10-14
50025,20015,Bergstrom Lower Quarter,A,United States,South Dakota,1426292f-c902-4bab-b427-c94c5ba04278,2016-05-19,2023-04-04
50275,20147,Novak South Section,A,United States,Iowa,9e2f7973-d99c-4e7d-a460-07868e080c64,2011-06-16,2021-11-11
50235,20127,Winters Old Quarter,A,United States,Kansas,13909e89-b444-4c55-b7d1-1e3b9c8fa0a4,2021-01-10,2022-05-27
50258,20138,Pemberton Lower Homestead,A,Canada,Alberta,726f4aa9-ed74-448d-aa3a-917a0e7aac8c,2014-03-20,2016-08-11
50335,20178,Hartley Lake Ranch,A,Canada,Alberta,d6355579-fae1-4b21-8c93-f5ff31a7831a,2020-06-07,
50057,20034,Duval Home Farm,A,United States,Nebraska,44f1cfa9-16b3-41e4-9a2f-e50ba754f6b1,2023-02-12,2023-03-27
50358,20191,Drummond Old Section,A,United States,Nebraska,fae07514-0dc1-4ec5-9df0-0ea74487996c,2010-01-31,2010-05-28
50026,20015,Bergstrom Old Homestead,A,United States,South Dakota,0c3d09d9-b6db-4fc2-86b0-b898f11d0d00,2020-05-24,
50270,20144,Tollefson Old Section,A,Canada,Manitoba,da93139b-4878-4759-8e94-4c3933dad3bd,2014-10-08,
50333,20177,Winters Home Section,A,United States,Kansas,010e6949-bfac-4c48-a668-cc0deddbb9c8,2014-12-11,
50620,20403,Delacroix Lower Ground,A,United States,Kansas,53591967-f87e-4095-a7fd-f11ec676bb32,2016-03-15,2020-05-31
50547,20330,Lindqvist Creek Farm,A,United States,Wisconsin,b39c0e58-4af6-4ae6-8fa6-d76ca5b94754,2017-10-11,2018-09-11
50129,20070,Crenshaw New Ground,A,United States,Illinois,0e3910b9-88cd-4f6c-96b4-f40830b27b6c,2011-11-02,2020-07-28
50404,20217,Merriweather Lower Ground,A,United States,Missouri,dd0cd5e0-60ad-4913-a4b0-fbafb0944dfb,2021-08-31,2024-11-23
50384,20206,Ashworth Upper Ground,A,United States,South Dakota,1a28e32a-a197-4497-a35c-1732f8328dc5,2011-04-16,
50009,20006,Hummel Hilltop Quarter,A,Canada,Saskatchewan,bf1135a2-b555-4699-b11d-556bc62b9b86,2011-08-11,2015-08-19
50075,20043,Iverson Creek Quarter,A,United States,Kansas,28361d82-dbad-42f2-bb19-13abce47ad99,2021-10-06,2022-05-31
50155,20083,Brenner Lower Section,A,Canada,Ontario,5980f64f-bf89-4ccf-9db8-beee9424d1ed,2014-07-20,2020-06-21
50614,20397,McAllister River Place,A,United States,Minnesota,a11f1d03-3f46-4fb0-bd83-2e84c90d60ea,2019-02-16,2021-10-31
50118,20064,Duval New Ranch,A,United States,Wisconsin,ad875e77-4a28-4087-a2a1-b2be19353f49,2019-08-30,2023-10-22
50321,20171,Ziegler Upper Farm,A,United States,Kansas,eed3f56c-466e-48df-8121-ec5fd41dedde,2021-02-14,2021-12-30
50137,20074,Merriweather New Ranch,A,Canada,Saskatchewan,8ca8a35e-798a-400c-ad89-6f9fba259432,2011-05-30,2026-03-24
50471,20277,McAllister Lower Ranch,A,Australia,Victoria,0175a3d0-21d1-42ea-8581-f7a5d5677e23,2011-02-26,2014-04-23
50273,20145,Callahan Ridge Homestead,A,United States,Iowa,1c4eff85-6f65-4858-a2b6-974dea835ef7,2012-03-15,2022-09-10
50606,20389,Reyes West Section,A,United States,Illinois,d819a71a-2112-4866-b883-c016f44b44b3,2021-10-02,2026-03-01
50413,20222,Oberlin West Section,A,United States,Kansas,76f177ea-67a2-4dae-907a-787d561be7c0,2023-08-24,2025-09-14
50310,20165,Kowalski Old Homestead,A,Canada,Saskatchewan,75f498e7-bb23-4d66-a076-bae646468b9a,2015-09-13,2017-02-15
50500,20294,Tollefson North Ground,A,Australia,Victoria,5257d475-6cee-41f4-afde-92d642c07817,2018-12-06,2024-09-20
50507,20299,Tollefson Lake Ranch,A,Australia,Victoria,4625b2be-a98c-4f8e-bafb-0359fd0a6c6f,2021-05-03,2022-08-05
50609,20392,Iverson East Ground,A,United States,Indiana,344cae1e-deff-439b-b01e-9be5a6fa9bdb,2016-03-25,2025-12-22
50265,20141,Falkner Home Farm,A,Canada,Ontario,d7df2530-7e37-4517-900c-029fbc415e78,2018-11-14,2020-05-19
50294,20158,Dietrich Prairie Ground,A,United States,Minnesota,8cc08224-7663-4a17-a1b0-f5e4b3cd7756,2020-09-20,2020-12-11
50406,20219,Brenner Ridge Quarter,A,Canada,Ontario,14e491e5-05c8-4f1d-925d-f6ec6f3455ff,2012-03-09,2012-06-09
50133,20072,Iverson New Section,A,United States,Ohio,a88391a6-dd13-4a83-b0f6-aa4d8e2a46e3,2012-10-31,
50211,20113,Whitaker Old Ground,A,United States,North Dakota,b334b0f7-5913-4282-9330-204a11c09045,2019-12-29,
50617,20400,Dietrich River Place,A,United States,Missouri,ca564321-62af-46c1-be4a-10bc1c271274,2016-08-19,2025-04-19
50388,20208,Ziegler North Place,A,United States,Illinois,418336db-327e-41ae-9c4b-f94d001d9e37,2022-08-08,2026-01-25
50254,20136,Thompson Upper Quarter,A,United States,Nebraska,6228d907-fafc-4d91-87c3-c90f13a03aa2,2020-03-04,2025-10-15
50350,20186,Underhill New Farm,A,Canada,Manitoba,18d3b97d-8d2d-480c-81d5-1a7ee1fdad14,2012-05-17,2012-06-23
50174,20093,Lockhart Lake Quarter,A,United States,Minnesota,40bdbeb2-ef2d-419f-9025-be870ef9a605,2012-03-29,2020-06-25
50400,20214,Crenshaw Lake Section,A,Canada,Manitoba,9cb034fb-02df-4915-9db8-b6d13ac79d0e,2022-05-04,
50605,20388,Lindqvist New Quarter,A,United States,South Dakota,628204aa-60a5-413a-8073-a9b6bd55a215,2023-08-01,
50602,20385,Vandermeer East Place,A,United States,Missouri,6aef0bd2-2186-4c9f-ab15-f8e89a1b64e6,2013-03-03,2020-10-06
50012,20008,Hummel Upper Homestead,A,United States,Nebraska,2deea673-d201-47ec-9c1a-6df5df81687b,2020-08-29,2021-07-05
50232,20125,Castellano Prairie Quarter,A,United States,Missouri,c5b9fc8d-480f-4ba7-95e9-e9846acae5c0,2022-12-08,
50357,20190,Yancey Prairie Ranch,A,Canada,Alberta,a8e34c24-7f62-45bf-9834-7bde3629317c,2019-11-22,
50581,20364,Crenshaw North Ranch,P,United States,South Dakota,64b4c74e-c244-4103-bfe0-7eece9d7af53,2019-03-21,2023-08-02
50564,20347,Oberlin East Section,P,United States,Illinois,68334b88-e8d0-4845-af67-390f044a71c0,2021-04-05,2023-07-21
50136,20074,Merriweather Prairie Ranch,A,Canada,Saskatchewan,0d158d5e-8c1d-43b8-b4f6-38b8473598ae,2019-12-30,2020-02-20
50526,20309,Yancey Ridge Quarter,A,Australia,New South Wales,17e00ae2-067e-4434-a0cd-c0985b6625b1,2010-04-20,2014-08-20
50374,20200,Tollefson West Place,A,United States,Nebraska,bfb87dd5-3761-43e6-b9cc-f69eae1d6762,2021-03-04,2025-11-21
50398,20213,McAllister Lake Place,A,United States,Ohio,26f9fc58-6ad5-4c43-8fd0-2a4ae3f0451b,2023-10-24,2024-02-04
50139,20075,Brenner Home Homestead,A,Canada,Ontario,03440bbe-8d68-4e33-967b-9ed7df94fdec,2010-11-04,2022-06-06
50292,20156,Pemberton New Section,A,United States,Missouri,2e744698-4388-4830-b2ae-ed4b0ae4d953,2022-09-22,2026-03-27
50304,20162,Albrecht Creek Section,A,United States,Indiana,d3e47f5c-2da8-4f82-97bb-2add05a2aeb7,2019-06-30,2023-12-18
50059,20034,Duval Home Place,A,United States,Nebraska,b6665a7e-cd2b-486b-b5ec-f7c65aee81fb,2013-09-26,2013-11-03
50023,20014,Delacroix Upper Ground,A,Canada,Alberta,8f4af6f7-4b84-43fe-97b8-26983bd2560a,2018-07-21,
50437,20243,Baxter South Section,A,Canada,Ontario,87c8cddb-008e-40c1-a249-1b9d30473424,2017-04-14,2019-08-28
50213,20114,Ferreira Lower Section,A,United States,Illinois,2d224433-08a3-4a38-97ea-38e63e8f79ba,2023-07-11,2023-11-01
50377,20202,Pemberton Hilltop Ground,A,United States,Iowa,2900fa50-b5b2-4120-a18d-3631f3c111c5,2012-01-29,2024-03-23
50290,20154,Iverson North Ground,A,United States,Wisconsin,f99b1db2-b768-420b-92de-f2c900d85389,2019-04-14,2022-08-07
50453,20259,Callahan Prairie Ranch,A,United States,Minnesota,73ec90cb-e330-46c3-90bf-8772c06c271b,2015-05-18,2017-04-11
50220,20118,Ivanov Lower Quarter,A,United States,South Dakota,92d44eda-4a29-4adb-ac6f-18f0f7065709,2013-01-05,
50338,20179,Rasmussen New Ranch,A,Canada,Manitoba,87308e26-331d-47ea-818b-2c144b10808d,2013-04-03,2022-03-12
50031,20018,Hartley River Ranch,A,Canada,Saskatchewan,40019d9d-597b-4ffe-be54-400e2398970e,2019-04-07,2019-08-03
50103,20056,Castellano Lower Quarter,A,United States,Nebraska,f53cf110-983a-48a5-955c-5e9d3543a132,2022-09-30,2023-02-20
50450,20256,Kerrigan Home Ground,A,United States,North Dakota,6f3f3f0a-3098-4623-a768-3760578a7cc2,2014-03-06,2015-07-13
50464,20270,Ziegler West Place,I,Canada,Alberta,fc6c30b4-809a-4f18-be94-78c595895695,2012-01-17,2014-10-05
50448,20254,Reyes Old Homestead,A,United States,Ohio,30f6c08f-2238-4190-9c03-daf55399cbd2,2023-06-20,2026-01-26
50119,20064,Duval Lake Section,A,United States,Wisconsin,ac653d55-5ee9-497d-a1f8-4493dbb80364,2021-11-27,2025-05-02
50041,20025,Rasmussen Old Ranch,A,United States,Indiana,1d839b29-9687-4314-a6e0-ef9c955a08d5,2018-11-22,2021-05-02
50110,20061,Winters South Ground,A,Canada,Alberta,52c1f749-7d7f-4a2b-bfab-0698359d433e,2013-10-03,2020-10-25
50019,20012,Yancey Prairie Farm,A,United States,Indiana,3759df0d-0d43-4c1b-858e-94ae7f462ee3,2022-09-18,
50038,20023,Vandermeer Home Place,A,Canada,Alberta,b0c05728-aac9-4392-aa14-b3c70e7bd3e3,2017-02-11,
50011,20008,Hummel South Homestead,A,United States,Nebraska,ae83563d-1082-40e1-a577-7bd5db8d9b34,2017-07-10,2021-09-15
50053,20032,Winters Lower Place,A,United States,Wisconsin,4b58fe1d-36ea-46c4-b817-cda4df89ed8e,2023-10-24,2024-07-11
50601,20384,Yoder East Ground,A,United States,South Dakota,1a5e3e73-ed2e-4467-b533-d95e9d1dff0f,2017-03-26,2019-05-17
50579,20362,Tollefson River Quarter,I,United States,Iowa,b02600d3-e788-4f3c-84ad-ea1831bf7c40,2014-02-23,2015-06-29
50424,20230,Ashworth South Homestead,A,United States,Ohio,,2011-04-29,
50093,20051,Castellano South Ground,A,United States,Minnesota,e3b7d3b8-7adc-4a5e-9ace-f344934f0660,2016-07-26,
50300,20160,Kowalski East Place,A,United States,Kansas,efd01544-a4c6-40db-abb7-6721a7bf424d,2012-04-10,2014-05-07
50423,20229,Callahan North Quarter,A,United States,South Dakota,,2014-10-06,2022-05-09
50044,20027,Drummond South Section,A,United States,Minnesota,db59c14f-1f27-44db-92fb-986a63780604,2021-09-15,2022-02-07
50074,20042,Castellano Prairie Place,A,United States,Illinois,bf966503-f61f-4853-a8b6-50328da637e0,2014-06-15,2015-01-15
50516,20304,Pemberton Hilltop Ground,A,Australia,New South Wales,4ff1e35d-3391-4113-a86d-da36a67aa6c3,2014-12-18,2016-10-05
50111,20061,Winters Home Homestead,A,Canada,Alberta,9f9bef2d-16d1-4c08-9f9a-0d0be5f6d737,2010-12-26,2017-09-14
50590,20373,Falkner Upper Place,I,United States,Ohio,5b6857cd-2ec8-44a2-9bb5-008f71af3127,2011-04-10,
50319,20170,Dietrich River Ground,A,United States,Iowa,83f78c56-c14f-4d30-a654-a47882122c88,2012-06-06,2020-05-04
50327,20174,Winters Ridge Section,A,United States,Wisconsin,4a9275bd-c4f3-4fdb-aee4-3b1bdd3351b7,2022-07-20,2025-10-27
50099,20054,Eastman New Place,A,United States,Missouri,2b36f7af-aaa5-4aa0-bcd4-b5e703edb700,2013-07-19,2025-10-18
50442,20248,Lockhart East Quarter,A,United States,Missouri,2593a274-259e-43ec-8f1e-499794cd97df,2015-11-05,2016-12-01
50426,20232,Boudreau South Ranch,A,United States,Wisconsin,,2020-07-14,2026-02-18
50611,20394,Dietrich Hilltop Place,A,United States,Nebraska,390afbef-630b-4648-8a81-af5358e52df0,2020-07-20,2020-12-12
50342,20181,Castellano Hilltop Section,A,Canada,Saskatchewan,dfe4fc34-b589-4431-ba89-5448e58bb141,2016-01-10,
50164,20087,Marsh Hilltop Homestead,A,United States,Illinois,f4b144ee-831b-4c02-98c6-d14b92b1e67a,2012-09-11,2019-03-14
50106,20059,Duval Upper Quarter,A,United States,Indiana,dbf6b58e-9520-46d6-a776-653948b1cc73,2023-06-28,2023-08-01
50585,20368,Prescott Creek Homestead,P,United States,Iowa,5376c441-c541-48d7-b2e9-655200125288,2019-03-06,
50145,20079,Boudreau Old Section,A,United States,Ohio,464024fe-bcae-4b67-af19-0ccc68f98b5f,2013-11-24,2019-11-18
50497,20292,Okafor Prairie Ground,A,Australia,Queensland,503e656d-7a0f-4dcf-bf18-d15da98ba306,2013-10-29,
50397,20212,Reyes South Homestead,A,United States,North Dakota,1c0efceb-68a6-4a5e-a22f-e207e535e50e,2021-04-06,2023-07-13
50165,20088,Girard East Quarter,A,Canada,Manitoba,5acbfa19-68c8-4069-b51c-c5eff9de7406,2015-06-24,2020-08-15
50268,20143,Delacroix Old Ground,A,United States,Missouri,5f84e361-7774-4b7d-ad1c-4ec56f3f186c,2014-07-23,2020-10-03
50473,20278,Bergstrom North Homestead,A,Australia,Western Australia,e72d9611-891e-45ee-a50d-daa776c0901b,2012-02-19,2013-01-06
50296,20159,Falkner Lower Ranch,A,United States,Kansas,d9323712-286f-4e7c-8ca6-dd5665595c6d,2012-11-29,2014-08-16
50363,20194,Albrecht North Section,A,United States,Wisconsin,414b7d45-92de-454b-af6f-64b80a7421e7,2015-08-08,2020-09-04
50382,20204,Oberlin East Place,A,United States,Illinois,755edf1e-ba93-4c2a-a964-342734c5688c,2015-08-24,2021-07-23
50381,20204,Oberlin New Ranch,A,United States,Illinois,1ed42184-6115-4f4f-8c94-54efcc05e40f,2022-08-19,
50109,20060,Baxter Lake Farm,A,Canada,Saskatchewan,c16d8734-74f9-4144-ac19-db4e30d9718e,2014-05-09,2017-03-28
50184,20098,Eastman Hilltop Farm,A,United States,Indiana,2378124e-bf5d-43f7-ba47-861400c23687,2021-11-02,2023-09-25
50510,20300,Xiong Creek Ground,A,Australia,Victoria,90b65a19-6b03-4c04-ae1d-d65db44b8c30,2021-05-13,2025-10-05
50261,20139,Holloway Lake Section,A,Canada,Ontario,c8b1a6ee-1268-4644-ab8e-886ccf5d4c26,2015-12-20,2022-11-02
50522,20307,Albrecht Lower Quarter,A,Australia,Queensland,f3b651ed-b908-4950-9f80-9ebf3028953e,2011-02-02,2015-12-20
