field_id,farm_id,field_nm,stat_cd,field_use_cd,acres,country,entrpr_guid,crt_dt,upd_dt
111739,50620,Windmill Field,D,PROD,103.0,United States,6b3908e1-3efd-41b8-9351-3a1ee6867e05,2014-04-06,
111590,50548,Trial Block 39,A,TRIAL,84.3,United States,459fc6a5-65c7-4de4-b3e3-386e614f73e0,2014-02-21,
110064,50021,Slough Field,A,PROD,297.0,Canada,db2a6b0c-7f40-4d5f-9a57-fd81324f0fbb,2016-02-17,
111673,50588,Rock Pile,I,PROD,40.3,United States,ba3a2717-9d02-4142-8e75-bcc0bbe00ebe,2013-07-21,
111669,50586,Sandy Knoll,I,PROD,274.3,Canada,43618d07-42a5-4de0-ad77-3061ffb449a4,2022-12-26,2024-07-01
110288,50095,Home Field,A,PROD,292.8,United States,dd9c2a79-4e62-457f-a4e6-a136232a4a60,2018-11-16,
111395,50494,Flat 120,A,PROD,69.4,Australia,09225d19-87f9-43e8-ba95-49166f022b2e,2015-09-06,2018-12-25
110371,50124,Dryland South,A,PROD,75.6,United States,61a20ca4-7a2a-41cc-9cea-3f6925b60672,2013-07-26,
110827,50281,Long Strip,A,PROD,165.8,Canada,6593d3a4-3adb-4733-888b-07cc34ac08f5,2011-12-31,2012-04-04
110872,50295,Pivot 3,A,PROD,157.2,United States,5c69b0ad-17ae-43f5-8fcf-e029ef42d1e8,2018-10-26,2024-05-28
111317,50474,Creek Field,A,PROD,287.6,Australia,76345f04-5dc8-44d9-be65-8697d116c36c,2014-07-07,2015-04-21
110593,50199,River Bottom,A,PROD,137.1,Canada,599207a8-06e5-4e5d-9921-1fd0fdd125ef,2023-06-05,2025-05-12
110953,50322,Back 40,A,PROD,,United States,cce8d14e-29b3-4364-b0d8-58367e2a69f3,2015-12-05,
111038,50350,Long Strip,A,PROD,92.7,Canada,2f75447e-ee10-4f26-8ef9-8e1df0481d49,2020-01-19,2024-06-23
110004,50001,Creek Field,A,PROD,111.0,United States,b1b0165c-3f59-40c1-bd49-9b08a3e16c16,2024-09-20,
110502,50166,Bench Field,A,PROD,217.5,Canada,d8f0a551-ec9f-4935-bd8b-2c93beba1f22,2023-04-03,2023-04-13
110601,50202,Sandy Knoll,A,PROD,82.0,Canada,e0170f70-3699-45e5-b857-c7d8db315e13,2017-08-23,2019-07-19
110554,50184,Back 40,A,PROD,198.2,United States,19df3d89-420f-4937-afe5-ab4ccdb04833,2017-07-02,2017-08-20
111489,50519,Big Field,A,PROD,172.0,Australia,d15c2eca-0f4e-4941-8e5c-e111441873b9,2014-08-22,2020-10-15
110512,50171,Home Field,A,PROD,98.3,Canada,f8f0c820-63a4-4853-bad2-e89f109e60b2,2022-09-17,
110060,50019,Bench Field,A,PROD,207.1,United States,22d58cbb-c0a8-4375-87f2-914d24ec0081,2024-08-10,2025-12-22
111039,50350,Windmill Field,A,PROD,218.2,Canada,4fe549d5-6680-46df-b85b-aa8bf2cc577b,2020-08-06,
110801,50272,Fence Line 60,A,PROD,153.5,United States,0ff3b92b-3c6a-4a04-8725-acd852a79779,2019-08-13,2020-09-15
110565,50191,Pivot 2,A,PROD,252.8,United States,dc4d3fd7-9bd0-429d-aeb1-05a5e3059083,2013-10-15,2022-09-25
110732,50248,Sandy Knoll,A,PROD,180.6,United States,7d7d8e97-77ae-45c3-9975-38cfce5b9643,2014-09-03,
110116,50039,Bench Field,A,PROD,,United States,2b88ca57-168e-45d1-b621-1f17419f5741,2019-01-16,
111434,50504,Dryland North,A,PROD,237.7,Australia,d82b05de-6b30-4cc5-8ce5-27956812e073,2014-10-11,2024-11-07
110629,50211,Corner Piece,A,PROD,189.5,United States,ca7bdee2-f898-4680-bb9c-633cf8263c48,2011-12-28,2015-11-13
111614,50558,River Bottom,I,PROD,305.6,Canada,6cc0de69-6263-4555-a494-9c1245c47143,2019-06-10,2019-11-06
110254,50084,Long Strip,A,PROD,232.0,Canada,99bbfa4a-82b0-45e2-bfd4-7f9186ce3485,2024-01-13,
111145,50422,Old Orchard,A,PROD,265.4,United States,a66bd65a-d4ca-4866-8e60-f8d85068c3fe,2022-04-25,2024-03-31
111095,50371,Pivot 1,A,PROD,87.0,United States,91618f3a-6097-4179-8f2c-e0178e4f0a48,2015-04-11,
111522,50530,Trial Strip 1,A,TRIAL,285.9,United States,ba48573e-e85a-4f55-b3ac-c727cf36eff5,2022-08-29,
110818,50276,River Bottom,A,PROD,,United States,c2be0912-d228-4d46-8ce3-39de5635294d,2013-11-07,2023-01-24
110700,50237,Pivot 2,A,PROD,54.6,United States,8a41964d-1355-483f-80a7-b323ff254a8b,2021-01-30,2026-05-28
110056,50017,Old Orchard,A,PROD,92.9,United States,0577b502-62f1-40ac-ba56-4973a88d3373,2015-11-24,2019-03-31
110096,50032,Gravel Pit Field,A,PROD,307.4,United States,20fb133f-2514-4308-b539-bdbeb975d3b9,2020-05-04,2022-12-27
110712,50238,River Bottom,A,PROD,147.0,United States,a5f6098a-07d2-4063-bfd5-af5b393c1dd5,2022-08-26,2025-07-21
111517,50529,Trial Plot 30,A,TRIAL,304.2,United States,5aca21ba-4deb-4026-af03-2fe768bed595,2019-12-06,2021-09-11
110475,50158,Pivot 2,A,PROD,100.8,United States,,2017-11-23,2021-07-07
110464,50154,Long Strip,A,PROD,130.7,Canada,793ed182-f410-4a72-94bc-5b742acb8355,2023-10-25,2025-06-23
110821,50280,West 160,A,PROD,78.3,Canada,162d4d52-324f-4ac2-a889-8d36d6e809ff,2020-04-09,2020-05-30
111668,50586,West 160,I,PROD,66.2,Canada,c470e00c-9b22-47b1-9bb5-856854780988,2022-12-05,2025-12-07
110505,50170,West 160,A,TRIAL,315.3,United States,a99e7b48-716c-4c2b-8dc9-582cb175a3c0,2020-04-18,2023-04-29
110579,50193,Long Strip,A,PROD,235.0,United States,193c2389-acf2-4a0a-9364-e96dcc9df00f,2017-04-20,2022-07-12
111322,50474,Long Strip,A,PROD,296.5,Australia,0bb4cfcc-2cf7-49b7-980b-7c30eb32ef9c,2020-03-31,2023-10-23
111635,50568,Triangle,I,PROD,205.1,United States,8353a278-1835-4414-b7eb-e98657fcae5e,2017-12-22,2022-02-02
110153,50050,Flat 120,A,PROD,196.9,United States,b5e35c38-cccb-4968-8015-f9dfa3edd209,2024-04-05,2025-07-25
111053,50354,Triangle,A,PROD,137.4,United States,3aa349f4-cfa2-48c5-9948-7dae9ad784a2,2021-01-07,
110216,50071,South 40,A,PROD,167.8,United States,ee52f0ac-2c08-40f8-900b-e990eb08aab1,2022-07-04,
111638,50570,River Bottom,P,PROD,254.0,Canada,729f18e5-7ffb-490f-97ab-b28ea7ad3096,2021-01-19,
110080,50027,Long Strip,A,PROD,,United States,68ffcbb5-040e-4c1c-b1da-974db1ebd966,2024-03-16,2025-02-19
111274,50460,Pivot 2,A,PROD,292.1,Canada,0361178c-7438-49da-8815-81e9d15ec31e,2024-06-30,2025-04-11
111463,50514,Pivot 3,A,PROD,73.6,Australia,a72d73a3-f3af-407b-b5a4-7d71214678c9,2013-12-17,2020-09-06
111640,50571,Back 40,I,PROD,202.9,Canada,643e7cf2-f6c5-49a1-8398-e3bf3c14ca20,2022-04-01,2022-12-06
110822,50278,Dryland North,A,TRIAL,87.6,Canada,8d75b3f9-334f-4996-a3d0-15665294e14e,2022-10-07,2023-08-15
111438,50506,Pivot 1,A,PROD,125.5,Australia,5da685ca-dfbe-479d-865f-988b39d11fc9,2022-08-28,2023-01-16
111123,50390,Windmill Field,P,PROD,237.5,United States,2e3fc953-633a-49de-a458-b904124d37d9,2023-01-25,2025-04-02
110739,50247,Old Orchard,A,PROD,231.3,United States,1b598a18-801f-445f-b136-518445410566,2016-05-14,2019-09-25
110762,50260,Flat 120,A,PROD,20.5,Canada,13305608-cb93-4b57-a1ba-b885747bf6b5,2020-01-09,2026-04-04
111105,50373,Home Field,A,PROD,10.9,United States,bf73031e-589d-4dd9-913e-93646f5a78ba,2018-11-21,2021-05-29
111642,50573,Long Strip,I,PROD,146.3,United States,b0dd1a2f-f8b5-4822-aec3-e3ba7724853c,2021-11-26,
111085,50366,Old Orchard,A,PROD,307.2,United States,15625b9f-32f9-4f0a-a4a9-5972bb43c7fa,2020-11-24,2025-09-28
110715,50240,Dryland North,A,PROD,139.4,United States,1c8f309f-a94d-4489-b8c8-653796405a31,2013-04-23,2020-09-03
110467,50156,Rock Pile,A,PROD,127.8,United States,db83a473-b271-4b6c-9864-a9e086f7ace8,2014-07-24,2014-09-09
111324,50475,North 80,A,PROD,269.4,Australia,0e7d494c-3a16-4860-b187-5506a240feae,2014-07-28,2016-10-04
110767,50258,Rock Pile,A,PROD,258.5,Canada,943efa86-eed2-48dc-8ae6-027aaf4f4ad3,2012-09-18,2024-01-28
111203,50437,Rock Pile,A,PROD,80.1,Canada,7ef79f22-ac4e-46fc-a782-a9d162ea5d79,2015-07-15,2019-10-19
110623,50209,Pivot 1,A,PROD,277.8,Canada,c2854307-abf1-4ad5-9f19-ebefac4e2489,2023-05-21,2023-11-15
110886,50298,Home Field,A,PROD,252.1,United States,404e11b1-2217-43b8-ba6a-d2eb34025715,2014-12-06,
110589,50197,Pivot 3,A,PROD,46.7,United States,06e5afc7-88c1-4a39-b645-6860e79b1175,2022-06-14,2022-08-25
111649,50577,Pivot 2,I,PROD,294.3,Canada,51479d30-f2a7-4625-98fb-7f99e7a5d6b8,2023-05-15,2024-11-17
111140,50412,Gravel Pit Field,P,PROD,135.2,United States,993473d2-74ed-408e-86d4-e7842d2561df,2018-06-29,2018-07-12
111605,50553,Home Field,P,PROD,88.2,Canada,32be96ec-2ab2-49ec-9be3-12d138d9be55,2023-08-04,2024-03-23
111319,50474,Windmill Field,A,PROD,21.0,Australia,a2bed38b-024f-41ea-8a39-fbc7bef8805c,2019-07-02,2019-11-24
110461,50155,Rock Pile,A,PROD,34.8,Canada,a7cf5f35-1040-4e90-a359-2dbeeb2167ba,2013-06-15,
110455,50152,Triangle,A,PROD,240.9,United States,93bc8415-5f87-42c5-973f-06521d889c42,2017-04-27,2025-12-19
111293,50465,West 160,A,PROD,17.8,United States,04688ebb-3a77-426a-910f-884b8210fbb5,2019-02-19,
110404,50134,Gravel Pit Field,A,PROD,,United States,2bf005c6-ef04-4f4d-bc26-0335fdc8af8e,2017-04-21,
111176,50430,Creek Field,A,PROD,311.4,United States,130c5c9a-92c5-4c58-96fe-a7abacbd64ef,2020-04-28,2021-05-24
110639,50214,East Quarter,A,PROD,118.4,United States,23590505-9737-4657-a08c-2f1bb0e8c5c8,2013-12-07,2023-03-15
110157,50051,East Quarter,A,PROD,251.3,Canada,83a5b0cb-d55b-4766-a5b4-5a39a443a752,2014-11-28,2018-08-07
110963,50325,Creek Field,A,PROD,205.3,Canada,a1d4b226-1ba3-4a0c-82ad-6c4d8506b8a7,2023-07-25,2024-04-27
110170,50056,Slough Field,A,PROD,112.7,United States,315c6311-b2a6-43a0-980e-5d85af55afed,2013-02-08,2017-08-21
110551,50186,Pivot 1,A,PROD,,United States,99359daa-9453-41e4-8f6d-a8bab8d49cc7,2021-07-02,2023-05-16
111709,50608,Old Orchard,A,PROD,,United States,b739d44b-cc08-4e67-823b-cc1ea2143fac,2011-02-15,2016-07-12
110945,50320,Corner Piece,A,PROD,208.4,United States,,2024-03-01,2025-05-19
111211,50440,Flat 120,A,PROD,282.7,United States,e747a2f5-e200-4cda-8b03-75fc74975421,2021-01-29,2021-09-13
110659,50222,Creek Field,A,PROD,16.6,United States,bd5202f8-5a76-4e0a-a633-e112c6ddc2ae,2020-09-06,2026-06-21
110401,50133,Fence Line 60,A,PROD,259.5,United States,128f2357-af11-43b5-83e0-6318b4d26b29,2020-08-14,2021-10-03
110167,50054,Fence Line 60,A,PROD,155.7,United States,dd0a812f-b1c5-4673-a2d5-8206903b1a4e,2013-07-25,2016-01-07
111078,50365,Pivot 3,A,PROD,145.5,United States,01927f3a-d6dc-4a19-be8c-bf9758f3df1d,2014-10-17,2019-04-06
110941,50318,Pivot 2,A,PROD,102.8,United States,efbd055c-eb4c-42ab-ab49-3f53489c3061,2019-02-19,2022-09-17
111647,50576,Bench Field,I,PROD,182.9,United States,1dfce15f-955b-423c-a627-824b23a9df84,2021-03-01,2024-08-06
111187,50433,Windmill Field,A,PROD,,Canada,f8031bca-743d-40d0-a63c-c4c529d91263,2012-01-04,2025-07-12
111358,50484,Old Orchard,A,PROD,148.8,Australia,0f6d5a5a-f5fe-4370-99a2-60d9820681d5,2019-06-13,
111249,50452,Slough Field,A,PROD,248.6,Canada,61087894-fe16-453f-a35b-5b74265a595b,2015-06-09,2022-08-24
110145,50047,Rock Pile,A,PROD,117.6,United States,fb59b90f-7ca3-46ef-a648-016885545ee1,2013-06-11,2022-07-05
111309,50470,Dryland South,A,PROD,242.4,Australia,a9bf513f-19a5-4170-9a99-67b577e0e0ef,2019-02-28,2024-11-22
110990,50335,Triangle,A,PROD,25.0,Canada,c7c064f8-1178-42ae-aa14-75db30c6a0f0,2024-06-01,2026-03-09
110649,50217,Big Field,A,PROD,217.5,Canada,21f7d401-164c-47af-981f-e326c12d1706,2016-04-17,
111617,50559,East Quarter,I,PROD,76.1,United States,dd7ada16-cbb4-4e47-9397-a4968fe1ef88,2016-03-19,2026-02-11
111426,50502,Slough Field,A,PROD,29.4,Australia,d2b1fab6-65e4-4932-a5fa-a4ed3ed2d695,2022-09-18,
110770,50261,Highway Field,A,PROD,11.4,Canada,f08c5a87-ae2b-4ad1-ba48-0f70749ed14a,2012-12-10,2019-01-10
110782,50265,Creek Field,A,PROD,120.1,Canada,ba198c98-a430-4f9b-b4b5-d7e364b86f74,2024-10-29,
110327,50109,Flat 120,A,PROD,38.1,Canada,3746a6a1-337b-4546-9acb-f266205f278e,2022-11-17,2025-02-22
110053,50017,Dryland North,A,PROD,271.6,United States,54db290b-59de-4e8d-86fe-71fe52f82f52,2015-06-16,2016-02-29
110920,50312,North 80,A,PROD,262.9,Canada,b0e31e32-b6c8-4cb1-a044-9f24824cec72,2023-10-31,2025-12-28
110806,50271,Pivot 2,A,PROD,127.0,United States,697e4488-3725-4207-9a95-044309b8d98d,2014-04-30,2022-12-07
111084,50368,Flat 120,A,PROD,89.5,United States,00aace5f-1d36-4c1b-929f-bf052672bf90,2019-11-05,2022-10-19
111425,50503,Dryland North,A,PROD,200.9,Australia,ed64805e-4e65-49ef-8ab6-4b9f253e8523,2024-06-09,2024-10-04
111183,50433,Big Field,A,PROD,90.2,Canada,f4c6a67d-55b8-48e6-a721-97eb6e44bebd,2011-07-14,
111396,50494,River Bottom,A,PROD,241.9,Australia,3eec787a-1cd5-4e36-93b6-52311c5a578a,2020-02-17,2021-10-21
110666,50223,Creek Field,A,PROD,71.7,United States,f01fadfd-2df4-4f18-ba23-a4b7bd6257a9,2020-12-23,2026-01-24
110847,50288,Creek Field,A,PROD,216.0,Canada,33a2fadc-230e-4227-b8ba-b713db33bf2c,2015-12-08,2022-03-16
111147,50423,Bench Field,A,PROD,82.8,United States,a6180fe7-957c-4df1-bd76-3fdccaff4ec3,2013-01-01,2019-08-04
110488,50163,Windmill Field,A,PROD,148.8,United States,386198b3-8f4e-496f-bd40-6bbd36de8efc,2016-08-10,2018-10-18
110697,50233,Back 40,A,PROD,197.7,United States,2bbbca61-5d41-44dd-872b-2e47ec882a56,2016-11-23,2020-05-14
110600,50201,Highway Field,A,PROD,280.2,Canada,458a5f9e-1a6e-430f-be2a-7756666c129a,2012-07-25,2017-09-10
110331,50111,Fence Line 60,A,PROD,29.7,Canada,1c9ff8e8-3a17-4e4b-84eb-873d819b4159,2022-05-14,2024-12-07
111149,50423,West 160,A,PROD,166.3,United States,c769fc85-4c5c-4397-8d16-45f2cd56e043,2020-02-23,
110974,50330,South 40,A,PROD,132.2,United States,e4ed4926-6c7d-46f9-9d94-32019ab6601b,2019-12-14,2026-01-22
110737,50248,Slough Field,A,PROD,128.7,United States,fd35c554-f685-440c-a17e-34d09e638cd9,2020-01-26,2020-08-21
111489,50519,Big Field,A,PROD,173.2,Australia,d15c2eca-0f4e-4941-8e5c-e111441873b9,2014-08-22,2021-06-18
111440,50506,South 40,A,PROD,37.8,Australia,14c994f6-ff71-407f-9482-ffbbd1bda9a0,2017-06-20,
111066,50359,East Quarter,A,PROD,284.4,Canada,708fe211-00ee-4d9f-8aad-e353e4151cbd,2018-11-14,2019-11-17
110151,50049,Gravel Pit Field,A,PROD,194.0,United States,9056148e-64e4-47e1-8ba7-50b1bfb09536,2015-04-18,2020-03-25
110590,50197,Dryland North,A,PROD,273.3,United States,0539c406-314b-45f7-b512-88a57bbabbe4,2023-07-09,2024-04-26
111197,50436,Fence Line 60,A,PROD,,United States,7d9733a8-e50f-449f-a51e-c0845a3bf753,2015-02-08,
110541,50179,Back 40,A,PROD,192.7,United States,f6541142-4c77-4043-bc79-38b496298734,2011-06-05,
111260,50455,Rock Pile,A,PROD,227.6,Canada,e3cbfdaa-182c-4620-a8c4-2174bb809967,2016-12-04,
111125,50398,Slough Field,P,PROD,127.8,United States,b7cc5a96-b562-40ae-8a93-909f093a56e2,2018-11-23,2021-08-21
111546,50536,Trial Plot 12,A,TRIAL,49.4,United States,6c1d5246-8d55-4c8a-b79e-2a1780534b42,2017-03-02,2026-02-03
110083,50029,Gravel Pit Field,A,PROD,143.8,United States,b144ff1d-3b26-4b8e-9bd8-e5e624df635b,2022-03-20,2023-11-01
110372,50124,Gravel Pit Field,A,PROD,168.8,United States,6b66529f-1294-4c3b-8435-a9f7ff22cc27,2015-03-28,
110986,50332,Corner Piece,A,PROD,62.8,United States,08c3c3eb-6cdb-4c68-aa2e-c86ba258c40c,2014-02-26,
110186,50060,Big Field,A,PROD,,United States,8c5ba1d5-d7b6-4a4a-b567-8164ef9342c8,2024-02-28,2024-08-16
110838,50284,Back 40,A,PROD,176.2,United States,d5750ee8-3f45-429b-8900-cdf7606a4111,2020-06-05,2024-08-05
110840,50285,Gravel Pit Field,A,PROD,212.0,Canada,34278098-6002-4b58-a63e-0b4a313862cc,2012-06-03,
110113,50038,Dryland North,A,PROD,18.8,Canada,b1b8d542-c640-4511-a429-c893414bc864,2024-12-12,2025-02-03
111299,50467,Old Orchard,A,PROD,229.8,Australia,27ce3e25-52df-4d25-af61-94c1fa00a5aa,2021-08-21,2024-06-04
110874,50297,River Bottom,A,PROD,213.3,United States,,2016-09-27,2025-10-06
111218,50443,Sandy Knoll,A,PROD,37.6,Canada,9d212f88-cd82-41bc-a7a8-faf0525366dc,2016-06-13,2017-12-12
110272,50090,Big Field,A,PROD,103.5,United States,1ca66023-ef69-425b-9ecd-238f65541582,2024-12-07,
111295,50466,Fence Line 60,A,PROD,105.5,Canada,22cf4ec2-e92a-4eda-828f-99f70de12bca,2023-04-12,2026-06-26
110867,50294,Pivot 2,A,PROD,263.9,United States,25c1bb3d-018e-4252-b941-e919d75c40a6,2015-08-17,2016-11-19
111301,50468,Back 40,A,PROD,95.6,Australia,d24348c3-331e-4ecf-8373-6d916b608617,2012-10-01,2016-07-07
111666,50585,Rock Pile,P,PROD,318.8,United States,978003b0-84c4-4d88-9699-28981bf85cfa,2015-01-02,2017-11-14
110472,50157,Home Field,A,PROD,96.1,United States,,2014-05-01,2015-05-28
111087,50367,Corner Piece,A,PROD,112.9,United States,,2012-11-21,
110839,50285,Long Strip,A,PROD,288.9,Canada,681015a9-9b38-486a-99fe-bccac5e33c45,2013-07-12,
110231,50075,Flat 120,A,PROD,189.0,United States,e7939e4a-3f9b-461b-9c28-bb18fc910590,2014-03-22,2021-01-25
110888,50302,Pivot 3,A,PROD,218.0,United States,,2021-03-31,2024-12-19
110376,50125,Flat 120,A,PROD,137.9,Canada,04a4dd33-c66e-46a1-be18-7fbd6f2e26c9,2020-06-15,
110402,50135,Big Field,A,PROD,45.0,United States,b6ac6434-eaa8-47d7-a277-b1f0dff434d6,2020-04-24,
110968,50326,Long Strip,A,PROD,306.9,United States,97701338-0f36-4d09-8a3a-23ca195fc8b5,2021-06-12,2021-09-07
111607,50554,River Bottom,P,PROD,109.5,United States,772c5ad7-be6a-4c03-ae6e-2ae6cb32fa2c,2015-10-13,2025-07-17
110470,50156,West 160,A,PROD,303.7,United States,ddbcdcd3-0a0d-483e-b970-5c7cf9aabcad,2016-06-05,
110996,50337,Back 40,A,PROD,286.4,Canada,9c65e3ad-3a37-41d1-9e63-a850657afabc,2014-05-08,
110975,50329,Pivot 1,A,PROD,110.5,United States,1fffc8a6-414b-43d1-9f53-09374789956d,2024-01-04,2025-01-25
110722,50242,Pivot 1,A,PROD,108.2,United States,4ff2a564-7fe0-4763-87b3-d5ef8f532ab0,2023-11-09,2024-10-31
110379,50125,North 80,A,PROD,171.0,Canada,5eb1fb06-9938-4ffc-8c19-68fbedefb4c8,2014-04-14,2021-02-04
110060,50019,Bench Field,A,PROD,206.1,United States,22d58cbb-c0a8-4375-87f2-914d24ec0081,2024-08-10,2025-11-15
110693,50231,Sandy Knoll,A,PROD,221.2,United States,000aa960-faf3-4f66-b61a-48c312fe06ea,2017-04-25,2021-02-24
110057,50018,Rock Pile,A,PROD,64.7,United States,ae824f4e-c1b5-4a43-9b2c-32c6b2b7f002,2019-02-13,
110373,50125,River Bottom,A,PROD,81.8,Canada,84ac551b-9ba5-4c3b-8adb-dfb41aadb010,2011-06-06,2020-04-22
111165,50427,Dryland South,A,PROD,185.6,Canada,b523e54a-116e-467f-8bca-271d89fe5a3c,2019-12-27,2025-12-03
110276,50092,Schoolhouse Field,A,PROD,,United States,4f0f8cb4-d0e3-4f50-b759-de7eda9dfcc6,2015-06-11,2022-10-06
110434,50145,Big Field,A,PROD,104.5,United States,c549488e-eda5-412a-bf12-94788f6bdbff,2021-06-30,2022-03-22
111419,50501,Long Strip,A,PROD,316.5,Australia,5ca0cc9e-9630-497e-acca-f09e7b31d72e,2015-09-07,2020-06-27
110912,50308,Dryland South,A,PROD,266.1,United States,53923682-36c3-4ff1-8ee5-9b9a92fbaf8c,2018-10-20,2025-08-23
111725,50614,Pivot 2,A,PROD,118.1,United States,00000000-0000-0000-0000-000000000000,2018-09-25,2023-02-17
110645,50216,Dryland South,A,PROD,151.0,Canada,e8fe9336-e433-46c4-9e8f-fede918d44fc,2022-03-03,2023-11-30
110179,50059,Pivot 2,A,PROD,51.6,United States,1db7ca59-501e-42d2-88a4-0acacb7bfca9,2020-05-18,2023-06-27
111462,50514,South 40,A,PROD,284.2,Australia,ac203179-a4ff-4199-8dd2-4c41177cc7f1,2018-06-02,2022-08-22
111591,50548,Trial Plot 12,A,TRIAL,126.8,United States,95d3e6a2-7a5a-412a-8d74-b45ef8876cc6,2015-08-06,2021-05-10
110175,50059,Pivot 1,A,PROD,189.0,United States,8707ae9f-5683-4a2f-a807-0508fcad3d9d,2024-04-15,2026-03-28
111475,50517,Triangle,A,PROD,135.4,Australia,b9ab0e0b-85bd-4dbd-bda9-9ac526ab0cf1,2015-03-16,
110293,50097,Pivot 2,A,PROD,229.8,United States,579b2e46-9ca9-426a-b88b-523f89442a5d,2020-05-26,
111632,50566,Sandy Knoll,I,PROD,177.7,Canada,dd4d775a-fd3a-4e8e-90d9-97dbb6e21d7d,2017-04-28,
110422,50141,Fence Line 60,A,PROD,225.4,United States,334e0a99-37d0-439f-bf82-98dffaf7767c,2017-01-16,2020-04-07
111518,50529,Trial Block 6,A,TRIAL,312.3,United States,018e8ed3-0899-4b34-9bb9-4491b9fe0803,2013-05-24,2018-12-22
110927,50313,Bench Field,A,PROD,36.6,Canada,0cc7f7d3-3933-4ece-b429-ec26994e7047,2011-02-24,2019-08-31
110482,50161,River Bottom,A,PROD,59.8,United States,2b0d261e-a286-4c2c-8974-c875a89fc467,2014-05-16,2017-07-29
110722,50242,Pivot 1,A,PROD,110.3,United States,4ff2a564-7fe0-4763-87b3-d5ef8f532ab0,2023-11-09,2024-08-01
111450,50509,North 80,A,PROD,36.8,Australia,8b94be3a-c8d4-4648-8d7d-3700a3271e8f,2023-07-23,2026-04-11
111418,50501,Slough Field,A,PROD,170.3,Australia,d18dfacb-a7b7-4b20-ab77-8ced620a8d67,2020-02-29,2020-03-24
110392,50131,South 40,A,PROD,245.9,Canada,5ecf6eb3-e974-4ca6-959e-1662e98f635b,2018-09-24,2020-05-20
110250,50083,Sandy Knoll,A,PROD,223.4,Canada,ddcd798a-7481-4f04-bfb3-d04c3b5983de,2021-08-25,2024-11-19
110473,50159,West 160,A,PROD,176.2,United States,9f76923a-84f9-48ea-bdf8-43658efd47b9,2020-06-23,2021-07-01
110892,50301,Creek Field,A,PROD,183.4,United States,b01f310f-2f18-46c3-9e61-86ce64593442,2023-08-28,2023-11-20
111397,50494,Windmill Field,A,PROD,64.7,Australia,d4f51ed1-f3d0-4950-a2df-a3b0b87aa5ff,2018-04-27,2019-01-17
110021,50006,Highway Field,A,PROD,198.2,Canada,1bc15dbb-4eae-4a01-9125-cae1cb8c1972,2024-06-17,2025-06-23
110188,50062,Long Strip,A,PROD,,Canada,76363fc1-4076-4f8f-a910-b35fbea25bcf,2012-07-28,
110773,50262,South 40,A,PROD,237.2,United States,a7eb7e5b-e7ce-4ddb-a793-6d843e281a9a,2021-08-13,2023-10-02
110537,50179,East Quarter,A,PROD,101.8,United States,8016d85a-7b08-47f4-8905-5956f98cdd9d,2011-04-12,2017-05-02
110219,50073,Flat 120,A,PROD,313.3,United States,a79dbd70-5cb4-4d70-964b-71f324337945,2014-08-17,
110358,50117,West 160,A,PROD,10.6,United States,2e95aab2-6611-4b89-939a-dfef8390d8c7,2013-08-02,2018-06-16
111648,50577,Pivot 3,I,PROD,92.2,Canada,5a5c8cea-d6af-4078-8fb2-b6f4cb0ac1a2,2024-12-23,2026-01-31
110433,50146,River Bottom,A,PROD,291.1,United States,c3820b84-c8f1-4f9f-815a-643e60bffbcf,2011-11-25,2025-12-19
111584,50547,Trial Strip 10,A,TRIAL,235.7,United States,6fc53728-e92f-40bc-a043-62218206f077,2014-07-18,2018-05-16
110380,50127,Dryland South,A,PROD,52.9,United States,3c9f1dc7-00a7-40e7-ba8d-be1750ad9c3d,2018-12-04,2025-03-21
110668,50226,South 40,A,PROD,214.7,United States,3e678961-73a4-4b84-8913-01ce0c0464ec,2020-04-14,2024-06-14
111364,50486,Triangle,A,PROD,250.6,Australia,e42b07ee-d2f0-4af7-a37d-65c39bb29a7e,2024-05-30,2025-11-07
110412,50136,Highway Field,A,PROD,170.5,Canada,b563deff-d5d1-4982-9fd1-70e796ef5cea,2020-01-06,
110453,50152,Home Field,A,PROD,267.1,United States,eb704335-e18d-4e31-976b-c74b92caad8c,2013-07-09,2021-01-11
110844,50285,South 40,A,PROD,287.4,Canada,cbc142ee-fb61-4062-b83f-59516e6773f7,2013-07-19,
111697,50602,Windmill Field,A,PROD,,United States,37ffd6ad-817e-45a9-ac56-ca7f1839286b,2015-07-20,2018-07-19
111454,50511,Pivot 1,A,PROD,278.0,Australia,bfa6326b-bb4d-42f6-8049-cb755f2e1a94,2018-01-22,2021-07-08
110603,50204,Highway Field,A,PROD,219.2,Canada,6dcd1796-1d37-48b2-b934-a30f1363faac,2013-02-02,2019-05-13
110690,50232,South 40,A,PROD,203.9,United States,abae9772-f05a-41e0-88f8-2ba0ef8175ec,2022-02-03,
110430,50144,South 40,A,PROD,261.4,United States,be1556e7-231a-48c8-8bdb-eba71d6e3bf0,2017-07-29,2025-05-21
111079,50365,West 160,A,PROD,282.2,United States,e921949b-0ee7-47d6-834f-7b80c1ff803d,2023-06-06,
110656,50219,Flat 120,A,PROD,243.2,United States,187694bb-6bc7-479c-bf1f-cedbe98f9eba,2014-11-24,2016-03-18
110730,50246,Pivot 1,A,PROD,189.0,United States,f54dafc0-5315-4417-b0a9-3191c173dfbc,2016-03-12,
