PLOT_ID,FARM_ID,PLOT_DESC,AREA_HA,LAND1,ZZSTAT,LOEVM,ZZEID,ERDAT
0004501632,0002000680,WEST 160,98.1,US,03,,80eb5805-a9b2-4820-92f5-72fd8c2db24b,2011-03-18
0004500176,0002000063,DRYLAND NORTH,28.0,US,02,,2a4d6f9a-2266-482d-b9e1-8239f63a9f3c,2013-08-26
0004500042,0002000017,EAST QUARTER,92.9,US,02,,f629087e-06a6-4718-b776-38c03e487ae9,2018-04-30
0004500745,0002000271,HIGHWAY FIELD,54.4,US,02,,fbe429f7-b980-4c93-8ad8-37f0bf52818b,2024-06-02
0004501351,0002000560,BENCH FIELD,103.2,BR,02,,340520f6-0fe0-4c83-87c8-1ca535b2f3e6,2018-01-27
0004501016,0002000381,CORNER PIECE,114.3,CA,02,,,2013-05-30
0004501473,0002000591,SCHOOLHOUSE FIELD,32.5,BR,02,,cd685742-1bc4-45d7-903d-66a8a0fd603d,2025-01-03
0004500090,0002000035,SLOUGH FIELD,48.3,US,02,,ebb273f9-7fdf-4d85-94ab-d5cefc455d5b,2010-09-22
0004500625,0002000229,RIVER BOTTOM,52.8,US,02,,87145d0c-1f70-4bda-bb10-dc1f324a1742,2014-03-27
0004501561,0002000645,PIVOT 3,122.7,CA,01,,0297d196-4acb-4e53-b73e-a14ed2d5611e,2017-05-28
0004501190,0002000510,WINDMILL FIELD,52.5,CA,02,,e4eb9f79-727d-420f-aa04-9a5b795c49d9,2015-03-18
0004500376,0002000134,SANDY KNOLL,108.2,US,02,,587f29c0-3815-4cd9-a37a-868f1d0fecc1,2023-12-13
0004500242,0002000087,OLD ORCHARD,55.7,US,02,X,ce1fc3df-6984-4b12-a3a9-570add8c6ecc,2012-02-12
0004501607,0002000670,HOME FIELD,61.6,US,02,,b75193df-c46e-4d53-8032-0e207d5a5adc,2017-04-19
0004500778,0002000282,ROCK PILE,51.8,US,02,,de6c4204-9863-4c67-87b7-a92acc8bd62a,2011-11-30
0004500089,0002000033,RIVER BOTTOM,6.4,US,02,,fdde3350-1e91-4e6d-ad3e-2e832472fd7f,2016-08-25
0004501608,0002000671,FLAT 120,55.7,CA,02,,51836354-30d3-47ca-b455-d0fd30de519b,2024-07-23
0004500985,0002000357,EAST QUARTER,83.3,US,02,,05477f83-9ea4-4777-a77d-e0ac2970810b,2012-04-30
0004500265,0002000096,WINDMILL FIELD,46.5,US,02,,8922e496-8e98-4f54-8cee-c328b1fc5b70,2023-07-07
0004500902,0002000331,PIVOT 1,35.1,US,02,,6edd3acd-487f-416d-b5bf-a16760ceb63f,2019-10-08
0004500593,0002000217,ROCK PILE,109.8,US,02,,21e507d9-25ac-432d-b0dc-0664c7deb3cd,2024-05-25
0004501052,0002000462,PIVOT 3,13.0,CA,02,,,2021-09-19
0004500169,0002000061,PIVOT 1,23.3,US,02,,9b2bde7e-c5ca-45cb-8e00-1dba6f5dd263,2011-06-16
0004500847,0002000307,LONG STRIP,111.7,CA,02,,2eda7690-1743-4d93-b120-17d65220236f,2019-08-10
0004500775,0002000280,CREEK FIELD,37.8,US,02,X,36bbdacb-6a1e-430d-b478-4555f9cae559,2022-02-20
0004500253,0002000092,FENCE LINE 60,111.8,US,02,,536054cd-272d-49c2-af79-8fbf254b602b,2010-12-02
0004501488,0002000595,GRAVEL PIT FIELD,76.4,BR,02,,8ce6cdce-fd45-486c-970e-d3f0970fc11f,2023-04-14
0004500231,0002000082,PIVOT 1,42.2,CA,02,,3e4c62c3-dfbd-40df-aec0-1a8a6771825f,2018-01-28
0004500756,0002000274,PIVOT 3,65.1,US,02,,e3cfa8fe-3abc-48f9-96e3-0e3ef79524d3,2014-01-11
0004500307,0002000112,SLOUGH FIELD,23.9,US,02,,4e5c1d18-7e00-4155-a7fc-0e9235102c8b,2014-08-23
0004501435,0002000580,NORTH 80,20.8,BR,02,,180a71e7-a304-4733-b33f-0ba767d1ad62,2016-03-13
0004501122,0002000485,BACK 40,40.0,US,02,,48742740-f7f7-4248-871b-d1dccdffd45e,2024-12-28
0004500947,0002000343,RIVER BOTTOM,68.9,CA,02,,2c2e0de9-d81d-4baa-bb5b-85c65505d983,2011-04-13
0004501489,0002000595,ROCK PILE,23.3,BR,02,,ee3db656-aeff-42e1-94ad-aae2329ff690,2019-07-15
0004501260,0002000530,FLAT 120,17.6,CA,02,,b46a9adc-a089-447f-b65b-bdadbab7a5e0,2024-08-01
0004500403,0002000144,TRIANGLE,86.4,US,02,,f6f02251-5e14-43d1-b5eb-a321f2ca7c6e,2019-03-24
0004501258,0002000530,DRYLAND NORTH,87.4,CA,02,,ce4efa97-b46f-4962-9f09-642758e335ac,2011-01-12
0004501368,0002000563,TRIANGLE,77.0,BR,02,,e3d02298-41dd-44a1-b098-723927f0350f,2013-09-25
0004501109,0002000481,WINDMILL FIELD,20.3,US,02,,,2022-04-17
0004500370,0002000133,EAST QUARTER,73.2,US,02,,1a077d0e-d81c-4aa5-aecd-48d1c67ecad9,2013-12-26
0004500529,0002000190,ROCK PILE,91.9,US,02,,f1a25a9c-528d-435e-a411-1123db8244fe,2019-07-08
0004501021,0002000385,BENCH FIELD,60.5,US,02,,,2020-09-15
0004500866,0002000312,FLAT 120,82.1,US,02,,1d32652e-4a01-494b-bfa1-ede95a8281b6,2018-05-06
0004500099,0002000037,BENCH FIELD,59.3,CA,02,,61d8de1e-456f-4b57-be14-2b3abddff404,2023-07-11
0004500796,0002000288,BIG FIELD,24.3,US,02,,bcde2109-b6b2-4e62-8002-de0a14752fec,2020-04-20
0004500162,0002000059,BENCH FIELD,78.5,CA,02,,c9c39d27-7edb-4e67-a995-2b3abeb6ae76,2021-09-29
0004501384,0002000567,DRYLAND NORTH,124.2,BR,02,,4b17944f-9fc4-4b0c-a8f9-2cf6afbf887d,2020-02-08
0004501218,0002000519,OLD ORCHARD,28.8,US,02,,ff331277-ff84-41a7-b52a-85483edffe38,2022-03-23
0004501043,0002000441,HOME FIELD,28.9,CA,02,,,2011-10-26
0004500585,0002000212,WEST 160,4.7,US,02,,4e5f5d9c-eb1a-413c-9aa2-1e9c4f6a5ce8,2010-07-02
0004501525,0002000624,TRIANGLE,99.4,US,02,,5bbb71c5-cad4-4e8f-8697-3081fa36a0e8,2018-05-24
0004500070,0002000028,PIVOT 1,96.2,US,02,,7c74d47c-8db5-4b69-8133-d7f36bf80502,2011-05-20
0004500074,0002000027,LONG STRIP,112.0,US,02,,3dd5715b-72f9-4311-8262-bfcc8777b99b,2021-03-20
0004500752,0002000273,OLD ORCHARD,100.5,US,02,,dd2080a7-a0d9-47d1-acc2-c2007e6cc103,2017-10-21
0004500172,0002000064,ROCK PILE,95.6,US,02,,f3731d65-685d-4380-96f4-13dc2fbe7685,2019-02-11
0004500883,0002000321,FENCE LINE 60,14.7,CA,02,,d33e99ac-5572-43b8-a744-50a72d01f447,2022-06-08
0004500079,0002000030,WINDMILL FIELD,55.1,US,02,,fe86cf58-884d-433c-a8fc-4200de9e6536,2019-05-03
0004501189,0002000510,LONG STRIP,52.5,CA,02,,a046044a-483d-4e4f-8402-09b697aaa1e7,2021-05-29
0004500425,0002000151,FENCE LINE 60,28.0,CA,02,,0547d9ae-b9aa-4d0d-8357-e625d99676ec,2025-11-10
0004501271,0002000534,TRIANGLE,76.5,US,02,,cc19c4ba-e120-45c8-9d48-60c0658c4593,2010-03-27
0004500483,0002000173,EAST QUARTER,6.7,US,02,,a255d285-0fcc-4abb-95d9-211b926168f4,2015-05-12
0004500310,0002000112,BIG FIELD,125.0,US,02,,c79a5dd3-4f79-40ac-aa41-431cf80bf1d6,2020-09-11
0004501301,0002000543,PIVOT 2,104.4,US,02,,6f3cd042-2d8e-42c6-b35d-347e64d161ff,2021-08-01
0004500693,0002000254,FENCE LINE 60,22.2,US,02,,48361e8c-7d79-4197-abc4-69cb21d4de3e,2020-05-19
0004501108,0002000480,BACK 40,79.4,US,02,,,2017-10-30
0004500971,0002000352,LONG STRIP,22.7,US,02,,fe58e7f7-9305-4c51-8c7f-7b701cd0e474,2025-10-19
0004500848,0002000307,FENCE LINE 60,97.8,CA,02,,306c4859-d9a3-4062-a757-21614222ebdc,2020-08-04
0004501471,0002000592,CORNER PIECE,46.7,BR,02,,d1e00395-9980-4a5c-9deb-fbeab7e46f8a,2012-03-07
0004500666,0002000244,PIVOT 3,28.4,US,02,,83621959-2a5a-4bd2-a657-83f0aee2b104,2015-06-28
0004500173,0002000063,FLAT 120,73.6,US,02,,355b654b-9962-4e06-85d8-e4b733ba3ab3,2021-06-24
0004501479,0002000594,OLD ORCHARD,126.8,BR,02,,93c9b36b-6aaa-4bc7-af03-187ed94dd055,2012-08-02
0004500386,0002000138,DRYLAND SOUTH,37.1,CA,02,,4ed162a5-ad70-42a2-8f81-3454b505abdb,2013-08-03
0004501383,0002000567,PIVOT 2,54.2,BR,02,,5ef8c1d1-c746-4e68-bef9-41be9677505f,2014-09-07
0004501579,0002000655,GRAVEL PIT FIELD,46.3,US,02,,ff3148e9-007d-4825-8429-3b4893f38670,2014-12-23
0004501592,0002000662,NORTH 80,,US,02,,c5d58120-c929-4f69-ac80-751e48e036a3,2023-04-13
0004501341,0002000555,LONG STRIP,41.0,CA,02,,87b8037a-cc59-4b9b-9d33-2ba9fd2ca9ec,2018-04-12
0004500179,0002000066,SCHOOLHOUSE FIELD,129.3,US,02,,2bc9cc24-06df-4fa8-9a8f-c668b1a3a167,2021-07-30
0004501234,0002000523,CORNER PIECE,111.6,US,02,,41a3cb85-4daa-4173-92f2-da0a02e43147,2019-08-03
0004501459,0002000587,GRAVEL PIT FIELD,36.6,BR,02,,cf4e0182-2d86-4d9e-b8fc-96e247c9530f,2020-09-12
0004501246,0002000527,SANDY KNOLL,25.4,US,02,,ab738763-fc5d-43d7-8e13-bd0a7e9ac11b,2020-01-11
0004500240,0002000086,BACK 40,78.9,US,02,,16e32655-d61a-4220-b8a6-550f44fb496b,2024-02-21
0004500011,0002000005,PIVOT 3,99.2,CA,02,,ee824edb-57b8-4b43-a71b-d6c259588190,2010-07-03
0004501393,0002000570,SLOUGH FIELD,40.4,BR,02,,d2572ee8-a6be-4be7-8816-e23d1d738996,2010-01-18
0004500211,0002000077,PIVOT 2,128.2,US,02,,a20febea-3c86-4541-9be0-76efc8e7909b,2024-09-05
0004501595,0002000664,SOUTH 40,128.0,US,02,,11bc860f-6dea-4e7c-8d07-96b89eaa2e2e,2011-05-18
0004500740,0002000269,CREEK FIELD,40.6,CA,02,,afd74791-ff93-40a2-b588-48dce75bdc6f,2016-05-12
0004501354,0002000560,WEST 160,22.8,BR,02,,7423f2e0-4350-4042-b25a-00278f5928a5,2012-03-10
0004500315,0002000115,DRYLAND SOUTH,128.8,US,02,,91a9de7a-dd2b-45f9-9f68-6e6caceb1953,2017-02-18
0004501116,0002000483,PIVOT 1,126.2,US,02,,3ae981fb-34d7-4f7e-9b61-cb8e416a388e,2017-01-08
0004501572,0002000651,BIG FIELD,41.8,US,03,,87378498-37ef-4c35-ac9b-313afd6ec9ca,2010-07-01
0004500840,0002000303,BENCH FIELD,68.5,US,02,,66063c37-daac-40d0-8b31-1200beff05e5,2015-07-16
0004500545,0002000196,FENCE LINE 60,92.4,US,02,,755d2ee5-6ce4-4891-bee9-f2761f885b23,2023-07-20
0004500998,0002000361,BACK 40,18.2,CA,02,,9075de83-0135-42ec-a072-72a09ed12401,2024-01-15
0004501287,0002000538,PIVOT 2,45.7,CA,02,,80a4a351-62ce-460a-9d79-719d9cf4805d,2019-07-20
0004500194,0002000070,DRYLAND SOUTH,52.1,US,02,,374244d9-4d5d-4182-969d-6bf7e6560b9a,2023-10-18
0004501032,0002000421,PIVOT 1,59.6,US,02,,,2019-07-17
0004501209,0002000515,BENCH FIELD,16.6,CA,02,,145cd0b2-41dd-4f75-a4c4-cb0093cdb982,2017-05-25
0004500357,0002000127,PIVOT 3,51.3,CA,02,,398ac9cc-0a68-4bbb-8a85-f208ae3f7a89,2012-04-30
0004500058,0002000023,SOUTH 40,61.7,CA,02,,57db7eeb-1961-48e9-bd7b-b7da2bba9a9b,2020-04-05
0004501306,0002000544,FLAT 120,50.6,US,02,,e79927e7-6a11-4d4a-8801-6b1d031f0e6f,2023-03-07
0004500522,0002000187,CREEK FIELD,26.5,US,02,,e09a2ba2-59b2-495b-9075-67425a3d1c58,2016-12-01
0004500753,0002000273,NORTH 80,90.2,US,02,,4afc81fd-f4eb-45a4-9d25-396680cb1818,2013-08-12
0004501440,0002000582,DRYLAND NORTH,81.5,BR,02,,d7c72d61-e4b0-4b6e-b7a8-9d6aa9dc2ff3,2019-09-17
0004501594,0002000663,EAST QUARTER,115.4,US,02,,f43e026f-dd1b-4e61-9a23-b5af98c7a954,2015-02-10
0004500444,0002000159,RIVER BOTTOM,113.6,US,02,,54cbb9a5-6cc6-429d-8f44-3f85cf0421e1,2011-06-10
0004500596,0002000216,HOME FIELD,81.3,US,02,,d23d2dea-3bb9-4fe9-ab39-6e17c9c8b664,2014-10-21
0004500219,0002000078,RIVER BOTTOM,103.5,US,02,,f15166fe-3d5e-4a56-8574-70f86152f0e5,2025-10-16
0004500024,0002000008,ROCK PILE,58.6,US,02,,c512e6b9-cfbb-4ea4-ad2f-8e67b2e89ae5,2016-06-15
0004500690,0002000252,DRYLAND NORTH,56.7,US,02,,a77584c5-0644-4756-b94f-85d10a1bd084,2025-11-19
0004500064,0002000026,BACK 40,70.9,US,02,X,cbb2ce63-d72d-46e3-a769-e49ffb94772d,2010-04-19
0004500935,0002000338,HOME FIELD,11.9,US,02,,0519786f-bd3f-43d7-8577-138a7e7a7234,2013-11-17
0004500548,0002000199,PIVOT 2,120.9,CA,02,,78753568-301b-4b3a-8a4b-fd168a9e5c73,2010-02-09
0004500552,0002000200,SANDY KNOLL,122.3,US,02,,5fe60abe-9888-4431-8dd8-6a7de84e1dbd,2020-10-09
0004501064,0002000465,DRYLAND SOUTH,,CA,02,,0556962e-dbc8-4b7b-bcc3-ef482e12af9a,2010-01-26
0004501055,0002000463,BENCH FIELD,36.5,CA,02,,19264233-0594-4d3e-9d3e-3a962b567445,2014-11-11
0004501249,0002000527,CORNER PIECE,35.2,US,02,,8ce52795-6812-4073-a630-16e6bb3dce2c,2010-08-17
0004500523,0002000188,EAST QUARTER,74.6,US,02,,41d9b6df-cc7f-4ee1-89d3-efab3d3c5e96,2011-12-01
0004500759,0002000275,WINDMILL FIELD,109.7,US,02,,f59c016b-4c29-406c-a289-bc6638cb1895,2014-02-22
0004501502,0002000599,SANDY KNOLL,11.9,BR,02,,411d3dad-999f-4cad-a3ec-c12909842f99,2014-09-07
0004501518,0002000615,FLAT 120,119.5,US,02,,ed4d1cdc-a3ac-4b62-bb88-2e8d3ddb309b,2024-02-22
0004500153,0002000056,RIVER BOTTOM,103.1,CA,02,,1f6127cf-f93a-4fb2-be8c-d12cf3f17b8b,2010-06-24
0004501009,0002000364,ROCK PILE,65.8,US,02,,c9ad932a-26be-4b48-81c8-e60fc7a4e7c6,2014-07-25
0004501636,0002000683,SANDY KNOLL,,US,02,,16b9e788-2c01-497b-97c5-a7050d29f044,2016-05-25
0004500380,0002000135,BENCH FIELD,9.4,US,02,,bfca282e-650a-48ad-8299-8fac3520f6ab,2019-09-24
0004501310,0002000544,SLOUGH FIELD,12.7,US,02,,fad8a875-4323-4888-bcf2-455e1875ca6b,2019-03-12
0004501596,0002000665,EAST QUARTER,67.9,CA,02,,37522b14-0bda-4d72-9f13-ab5fafcab41a,2023-09-05
0004501431,0002000579,GRAVEL PIT FIELD,81.9,BR,02,,1359961b-4f58-4906-8804-fe62750f74ae,2017-10-24
0004501460,0002000587,SANDY KNOLL,51.7,BR,02,,b969603f-2594-4f11-b434-73f45131661e,2013-01-16
0004500749,0002000273,ROCK PILE,7.4,US,02,,2730bab6-556d-4820-894b-5b23c79c20f2,2013-08-14
0004501392,0002000571,DRYLAND NORTH,15.5,BR,02,,f701980b-13d0-4ed9-93d3-6c2c6627bc14,2025-02-24
0004501394,0002000571,HIGHWAY FIELD,98.0,BR,02,,efb99cae-2f50-44cf-9554-087e598a52b9,2017-01-19
0004500139,0002000050,OLD ORCHARD,108.8,US,02,,4332f4d9-a9a1-40dc-8016-52ff02e64255,2011-10-03
0004500829,0002000298,RIVER BOTTOM,128.3,US,02,,3a894222-e407-4f05-96d5-f1f9aa515b34,2020-04-04
0004500486,0002000174,WINDMILL FIELD,39.7,US,02,,f0d543d4-1ba1-4be9-acc3-51e949fb2973,2019-09-16
0004500160,0002000058,FENCE LINE 60,7.1,CA,02,,e34409a0-1fb3-4081-87ff-96be08945210,2017-06-02
0004500588,0002000215,EAST QUARTER,33.7,US,02,,e4a7f36d-5d06-4500-bae7-9b66aed27e0b,2024-05-02
0004500657,0002000240,DRYLAND NORTH,56.5,US,02,,b92d9031-2813-41d7-8907-55ce7e0a5766,2015-09-16
0004501027,0002000406,FLAT 120,8.2,CA,02,,,2019-01-10
0004500697,0002000253,PIVOT 3,104.6,US,02,,943efa86-eed2-48dc-8ae6-027aaf4f4ad3,2010-04-22
0004501567,0002000648,SLOUGH FIELD,77.4,US,03,,7365fc6b-6270-4b4d-8734-d0513f5fe5d3,2014-01-09
0004500333,0002000121,OLD ORCHARD,24.7,US,02,,e92f2358-829b-40ca-b2a9-f913e893a7bd,2025-06-22
0004501121,0002000486,HOME FIELD,121.0,US,02,,e5d1bccb-41cf-4deb-b9fa-03fa793bef71,2013-03-14
0004501483,0002000594,SOUTH 40,58.9,BR,02,,09e1d3be-1554-4af8-958d-d75e64d31e36,2013-11-28
0004500781,0002000281,TRIANGLE,60.3,US,02,,9f55d241-1518-4045-9709-f6fd76b7bf57,2011-08-07
0004500052,0002000021,SLOUGH FIELD,93.2,US,02,,35bb9085-612b-496d-a225-0919effb906d,2015-02-12
0004501282,0002000537,TRIANGLE,36.5,CA,02,,1d8cd22c-78b7-406c-babd-09631a7f3b55,2020-08-30
0004500978,0002000355,PIVOT 1,45.9,CA,02,,873c7876-df48-49d2-819c-03c7f1dfeebe,2018-11-02
0004501379,0002000566,BENCH FIELD,39.5,BR,02,,a6218f41-0047-46e3-a8cc-abc3f061956c,2019-04-01
0004501342,0002000555,SOUTH 40,104.0,CA,02,,541cf34a-ff7c-426b-bb49-da55357d5a38,2019-04-05
0004512378,0002001987,NORTH 80,31.7,US,02,,8f4c2a1e-7d3b-4e9a-b6f0-2c5d8e91a374,2013-09-04
0004501588,0002000660,WEST 160,,US,02,,fe64c32d-f95a-482c-b186-09c147fc2266,2021-05-23
0004501002,0002000363,HIGHWAY FIELD,6.0,CA,02,,b3b28818-a8e3-4c24-bf62-05bf58347bde,2014-08-17
0004501400,0002000572,WEST 160,85.7,BR,02,,87b92918-dbb8-45dc-a279-ad827a40becc,2023-04-14
0004500633,0002000231,EAST QUARTER,11.4,US,02,,36c56dc6-1918-44f5-b453-d519f76e4628,2016-12-26
0004501005,0002000364,RIVER BOTTOM,,US,02,,d79bdf69-fce8-4a62-ae27-80f720dcddb5,2010-01-31
0004501257,0002000530,WINDMILL FIELD,70.1,CA,02,,b80827a7-db75-43af-aca7-8ae9ac888d78,2022-07-23
0004500450,0002000162,EAST QUARTER,48.7,US,02,,68c88069-751c-45ef-b9de-740651831192,2020-02-16
0004500128,0002000046,BACK 40,109.6,US,02,,b1eb3d4d-2f24-4c6d-99fd-7d3a67ede8f6,2022-04-17
0004501377,0002000566,CORNER PIECE,79.1,BR,02,,642eedda-515c-43cb-bb7f-49353213b5b6,2024-08-22
0004500378,0002000136,BENCH FIELD,26.1,US,02,,32247f46-6aa8-4e87-9d92-198d4d26eb68,2010-05-18
0004501161,0002000499,HOME FIELD,43.5,US,02,,63c99c8d-6ca6-4a78-99e9-518e109d5fda,2010-06-10
0004500028,0002000011,NORTH 80,117.9,CA,02,,b7cde98a-187d-435b-9783-7dca5cbbcc3e,2024-09-05
0004500544,0002000196,HOME FIELD,76.4,US,02,,f3ccbe76-9c46-4214-93e5-fe970bf24f22,2012-04-25
0004500385,0002000139,BENCH FIELD,67.5,CA,02,,c14c201c-2c64-450a-a20d-1a7fc5da2bf9,2020-02-23
0004500908,0002000329,ROCK PILE,23.3,US,02,,59e07bd0-a6c1-48c8-a744-7b201f0eebff,2022-08-03
0004500531,0002000191,RIVER BOTTOM,52.9,US,02,,9aa22683-8bcc-4f65-97df-69da82888e05,2021-05-14
0004500639,0002000233,SOUTH 40,110.0,CA,02,,2f4a1cf2-da65-4044-a066-e11c67a89d23,2023-07-19
0004500274,0002000099,SLOUGH FIELD,129.0,US,02,,157fd6b9-ddcb-4d5b-8338-96bf8e604b4a,2022-08-21
0004500721,0002000263,CORNER PIECE,44.3,US,02,,99b348d7-14e7-4cb4-981b-31287b5567ac,2010-10-12
0004500291,0002000107,CREEK FIELD,42.4,US,02,,d9407cea-aa96-4633-b377-b31db7ccfaaf,2019-01-15
0004501367,0002000563,OLD ORCHARD,11.5,BR,02,,55607f31-bb88-4de0-8706-42c4b82c3746,2022-11-02
0004501521,0002000619,SLOUGH FIELD,72.1,CA,02,,776dfd3e-3d5e-4055-885d-d0fb13694ecf,2018-06-30
0004500757,0002000274,SCHOOLHOUSE FIELD,43.5,US,02,,461c1bbc-a0b9-41de-b261-6d61e57854ad,2011-07-19
0004501238,0002000524,PIVOT 1,110.9,US,02,,4ec138c0-f25a-40a5-9e0b-0659c60d26fa,2011-12-05
0004501513,0002000611,BENCH FIELD,85.4,US,02,,f16733b6-b220-4b44-95bd-10b2138aa39a,2017-05-13
0004500974,0002000353,SANDY KNOLL,67.9,US,02,,44216893-6958-4ac7-a319-7239e17c763f,2017-04-02
0004501536,0002000635,PIVOT 1,,US,01,,6141267a-5a48-4649-938d-c9d50054be72,2023-02-06
0004501256,0002000529,TRIANGLE,99.1,US,02,,d0b3ef87-3545-43f9-ae68-11934cc4917c,2022-06-10
0004500928,0002000337,BENCH FIELD,8.5,US,02,,af1563af-2034-48f8-969f-5f0cd3d9ad01,2023-07-26
0004500904,0002000329,OLD ORCHARD,105.3,US,02,,5362864e-05dc-41df-8eae-1e7dea2e86d9,2014-07-29
0004500787,0002000284,BENCH FIELD,82.8,US,02,,67fc611f-2c7a-4cc9-bc38-7fe426c99aaf,2021-04-07
0004500517,0002000185,SLOUGH FIELD,88.1,CA,02,,f0715780-6415-4caa-a39e-84b1b102f544,2021-10-22
0004501026,0002000405,ROCK PILE,37.2,US,02,,,2022-12-10
0004501094,0002000476,PIVOT 2,118.0,US,02,,,2021-05-01
0004500205,0002000075,WINDMILL FIELD,76.8,US,02,,7054abd7-51ed-4c55-8cdf-c8135fd61ace,2025-11-12
0004500190,0002000067,WEST 160,91.4,US,02,,76619549-ab5d-4667-b04a-e8b866aec297,2013-06-09
0004501568,0002000648,GRAVEL PIT FIELD,122.7,US,03,,613330be-e9b8-494c-a02b-acd3fcb19db1,2015-01-26
0004500328,0002000118,BENCH FIELD,4.2,US,02,,6067801f-963a-4196-a650-1c5f72718422,2022-10-29
0004500077,0002000029,DRYLAND SOUTH,110.3,US,02,,f0039f38-d810-4ab6-8ead-415f2eccc0e4,2017-01-17
0004500554,0002000200,HOME FIELD,48.7,US,02,,1d0b81c8-95fd-461a-80a1-fa6911e98c4d,2011-05-26
0004500530,0002000191,SOUTH 40,15.9,US,02,,f54aebfb-eb34-45d2-92ac-b21b736dbd7a,2012-02-18
0004501173,0002000503,DRYLAND SOUTH,39.1,US,02,,260e65aa-79c2-4e40-abe5-a71c357cc19a,2019-03-23
0004500030,0002000011,WEST 160,91.4,CA,02,,6a4fdf0f-442a-4345-a3d8-b5d171dbbdf3,2024-10-28
0004500699,0002000255,NORTH 80,,CA,02,,7763a9eb-0b4e-4230-8087-d6e98656e67d,2015-10-31
0004500009,0002000003,RIVER BOTTOM,41.1,US,02,,7d116341-0612-4cd1-9b07-0a535b77c854,2010-12-02
0004500619,0002000226,PIVOT 2,40.8,CA,02,,08e40d26-90db-41b6-b789-80a95df690f9,2020-07-18
0004500041,0002000017,CREEK FIELD,62.9,US,02,,7425339b-526b-4780-b02e-77315877ecfe,2021-08-28
0004500948,0002000343,HOME FIELD,98.5,CA,02,,9f342b59-9bb6-487d-831a-6ce1df4bb29e,2011-10-25
0004501457,0002000586,OLD ORCHARD,97.5,BR,02,,98e45f39-cf7a-4904-95f7-5d0d8394d02e,2015-09-17
0004500449,0002000162,DRYLAND SOUTH,73.9,US,02,,3aa38896-9984-4881-bb31-49bf6d6662c1,2019-08-04
0004500975,0002000353,OLD ORCHARD,32.1,US,02,,a8c5b41f-465e-4b0f-bde1-4aff8daf8a97,2018-03-21
0004500108,0002000040,CORNER PIECE,21.4,US,02,,c902b7fa-184c-433e-9c17-f3cefd1868a1,2019-01-19
0004501085,0002000471,HOME FIELD,50.9,US,02,,,2024-11-10
0004500538,0002000195,SOUTH 40,106.5,US,02,,106a1814-13f9-4524-9f0f-b1513b5bb171,2014-10-16
0004500416,0002000149,HIGHWAY FIELD,71.9,US,02,,ee7d9264-645c-49bd-9a99-fb3ffbed5fbe,2015-07-26
0004501138,0002000491,LONG STRIP,17.9,US,02,,415c28de-a685-47f3-b5dc-011b2601d30f,2017-12-17
0004501030,0002000413,DRYLAND NORTH,75.2,US,02,,,2019-04-17
0004501097,0002000477,TRIANGLE,67.4,CA,02,,304f4d70-3c00-4b40-b4c5-5d367310e160,2016-09-26
0004501451,0002000585,SOUTH 40,76.0,BR,02,,cc4fce64-f82d-40f8-9cd0-4d8cf70c94aa,2016-03-25
0004500953,0002000346,GRAVEL PIT FIELD,36.4,CA,02,,2dc08b9c-9a7e-42a9-a774-c749a0499771,2017-12-07
0004500203,0002000073,SCHOOLHOUSE FIELD,24.7,US,02,,46a0ea97-848d-47e5-970f-e984b73fc95f,2013-07-26
0004501362,0002000561,CREEK FIELD,118.9,BR,02,,2dbc2e12-0f8b-41c7-9d80-b3bdc2335f84,2013-06-07
0004500705,0002000256,BIG FIELD,117.3,CA,02,,a7a3add2-0b29-4fbd-83fc-8d58b77c02d8,2017-01-23
0004500478,0002000171,HOME FIELD,54.5,US,02,,2d9067c4-7e9f-4b2e-9b3a-3a9cbb8a36a7,2019-06-29
0004500604,0002000222,SCHOOLHOUSE FIELD,,CA,02,,6df44b1c-fd2c-4f59-998f-54ec77f0f07b,2010-03-01
0004501156,0002000496,WINDMILL FIELD,25.8,CA,02,,000be8f1-a44f-4b17-a191-06a07f275672,2021-09-30
0004500437,0002000157,SOUTH 40,15.0,US,02,,d9dfd925-e4d9-4423-90d0-7b090325fe96,2013-01-10
0004500513,0002000184,SLOUGH FIELD,111.8,US,02,,4e2f97bf-3b73-4495-9a42-b2e66ae4d8f2,2017-06-03
0004500161,0002000058,GRAVEL PIT FIELD,104.3,CA,02,,88fd35ac-599d-4e29-b02c-243820888031,2011-02-20
0004500098,0002000036,PIVOT 2,105.8,CA,02,,5b27870f-041f-46a9-a39b-000951352b63,2011-05-17
0004501037,0002000430,PIVOT 3,76.8,US,02,,,2024-10-05
0004501224,0002000521,PIVOT 3,20.4,US,02,,85acf6d9-675e-4018-8a37-1cab74e167db,2020-02-10
0004500718,0002000262,DRYLAND SOUTH,89.5,US,02,,d09e3b6d-7c49-4260-980e-f923102f1ce8,2018-09-25
0004501061,0002000464,EAST QUARTER,38.3,CA,02,,574d1c50-fdc6-4733-a050-a177db2f22a1,2015-08-17
0004500632,0002000231,NORTH 80,92.3,US,02,,9326fa29-39bb-4d26-8316-f3474c5337b7,2020-07-16
0004500931,0002000338,NORTH 80,115.1,US,02,,a1d4b226-1ba3-4a0c-82ad-6c4d8506b8a7,2018-05-03
0004501454,0002000585,PIVOT 1,109.7,BR,02,,a8b06e74-4c9b-42de-97f7-093d2c47c624,2019-07-19
