grower_id,grower_nm,stat_cd,country,state_prov,entrpr_guid,crt_dt,upd_dt
20368,Prescott B. Family Farms Inc,P,United States,Iowa,ae4d5501-25af-469d-99fd-b9c5638ff34c,2014-12-27,
20124,Boudreau Farms LLC,A,United States,Illinois,9391ae78-43e7-4e3e-bb02-23b817d1fdb5,2012-04-22,2017-01-06
20172,Whitaker Farms LLC,A,Canada,Saskatchewan,60b16062-3122-457e-9ae3-b87959ca9f40,2013-12-19,
20185,Girard Farms,A,Canada,Ontario,3167f067-130f-4a49-ba6c-4bb905c67d12,2017-01-01,2019-08-04
20095,Lindqvist Ag Enterprises,A,Canada,Alberta,6558e4ac-dd6d-4b41-817a-5b7653036429,2014-12-06,
20297,Xiong Agri Partners,A,Australia,Queensland,ee970c03-c204-48da-846d-4118ce4b3d73,2020-11-09,2021-11-21
20187,Underhill Farms,A,United States,Ohio,00769f14-e052-4210-a505-64d656809c15,2020-12-11,2021-10-31
20308,Vandermeer & Sons,A,Australia,Western Australia,2f8591a2-6cf0-465a-ad24-b5a27b6ddf44,2012-03-24,
20031,Reyes Acres Ltd,A,Canada,Ontario,32675835-af8e-4fa1-9ec2-74003396cdd5,2011-04-17,2019-11-30
20222,Oberlin Acres Ltd,A,United States,Kansas,ef27fbb2-198a-498e-bf4d-e288547458f2,2016-10-17,2017-08-09
20021,Kowalski Grain Co,A,United States,South Dakota,1f1fbb7f-607a-4ba2-af73-ad5a9238433c,2014-05-09,2020-04-25
20089,Duval Ag Enterprises,A,Canada,Manitoba,0c68755a-a98c-4f51-ab18-c970c0daa9ea,2019-06-23,
20102,McAllister Farms,A,United States,Missouri,9cc25e28-0459-42ef-95ac-5d60e76425bc,2020-05-24,
20325,Pemberton Acres Ltd,A,United States,Ohio,3dc4d853-1b27-4334-b9d3-4fbec5d84c3c,2010-06-05,2025-04-26
20335,Jablonski Grain Co,P,United States,Kansas,105b5472-a2ef-43c2-9a46-e232c733b54a,2020-02-12,2023-07-23
20153,Novak Farms,A,Canada,Alberta,dfa1393a-97ce-4a45-91f8-e4bc03754dbc,2016-04-18,
20318,Holloway Agri Partners,A,United States,Minnesota,1d91ade0-33a6-43c6-a645-937c3c33f500,2016-09-01,2024-03-11
20388,Lindqvist B. Agri Partners,A,United States,South Dakota,769c0197-044f-4546-8ad9-042aaf1018ac,2020-09-10,
20067,Ferreira Family Farms Inc,A,United States,Ohio,e81685ba-19ee-439e-a43d-f695c54124ce,2009-05-02,
20163,Delacroix & Sons,A,United States,Illinois,4f9c5d9b-8b67-416c-aca6-5eb0802154f6,2021-09-17,
20167,Hartley Agri Partners,A,Canada,Manitoba,42e7c9e9-ec70-4d35-ac4f-5cfb89e9430e,2019-04-26,2024-04-12
20090,Whitaker Acres Ltd,A,United States,Ohio,23afe63e-76bf-4b80-ad78-8558d28d35f2,2017-07-23,2022-11-26
20362,Tollefson E. Agri Partners,I,United States,Iowa,0d84c8c6-ad1b-44e9-b56f-3982f003b794,2014-06-29,2020-09-01
20024,Merriweather Agri Partners,A,United States,Illinois,b6df4dc9-6f61-4b21-bf00-30f9cea1fbce,2016-10-28,
20393,Boudreau N. Grain Co,A,United States,Missouri,f43d728d-2abe-4b34-a919-4fb0d5280210,2010-10-21,2011-05-09
20016,Novak Farming Co,A,United States,Minnesota,c71ec23c-443e-49f5-9550-4a05b7f867ed,2017-06-18,2021-11-16
20301,Holloway Family Farms Inc,A,Australia,Queensland,2ae14cc8-4792-42da-b079-b7a61ef5b9de,2020-10-18,2022-01-28
20063,Hummel Land & Cattle,A,Canada,Alberta,591338a1-71a1-47de-bd8c-08fa8d8e308a,2021-12-22,
20069,Holloway & Sons,A,United States,Missouri,a7a68bd8-f623-4f44-a337-318c96fc821a,2018-11-25,2023-10-02
20012,Yancey Farms LLC,A,United States,Indiana,a7574bc4-ef15-459d-a82a-aaeeedfa2257,2018-10-22,2020-07-20
20179,Rasmussen Farms LLC,A,Canada,Manitoba,80e3a9f3-2e7c-4175-b75e-5a5d64d31d1b,2022-01-20,
20137,Jablonski & Sons,A,United States,Ohio,af6b6157-8005-4fd9-98e6-68c9e2b41407,2019-11-18,2022-05-28
20150,Jablonski Farms,A,United States,Ohio,d2435b4a-505a-42a6-868b-16d596403583,2011-10-02,2019-06-24
20383,Eastman P. Farms,A,Canada,Alberta,73dbd1c9-0684-4f84-b201-6955baf9c44c,2009-08-17,2017-05-04
20182,Crenshaw Land & Cattle,A,United States,Kansas,f1b1dd55-1091-496b-b4fa-3bf22fd6878b,2021-12-19,2022-07-07
20058,Lockhart Farming Co,A,United States,Kansas,38bfd412-82ca-43af-bbf6-8328aaf2cf44,2022-05-14,
20135,Holloway Land & Cattle,A,United States,Missouri,9168436c-206b-43d7-9e3f-ea964489d440,2014-04-29,2018-11-02
20360,Hartley E. Ag Enterprises,I,Canada,Ontario,3bad69c7-6f08-488d-b8ef-0b165f2468e8,2011-02-14,2012-02-19
20236,Yoder Acres Ltd,A,United States,Kansas,1989ea87-145c-40b2-81dd-af75a4c4cb00,2019-03-15,2022-08-19
20041,Kerrigan Farming Co,A,United States,Nebraska,c7ef1994-8377-4046-87fd-10fef7d57345,2013-07-26,2016-02-17
20390,Delacroix H. Agri Partners,A,United States,Ohio,e6de876e-c4b4-4e3b-873a-7f72bbc74e07,2022-07-06,
20166,Callahan Farms LLC,A,Canada,Saskatchewan,9d21adb1-bb97-48d0-a494-05150951bc39,2014-12-17,2025-05-01
20333,Ivanov Farms LLC,A,Canada,Saskatchewan,d3e1864d-feba-4d9b-bb3e-510d853dc95c,2017-12-29,
20317,Vandermeer Agri Partners,A,United States,Missouri,b467c7b2-8f1f-43ba-a328-ce136d7c09a0,2015-07-04,2016-04-20
20336,Marsh & Sons,P,Canada,Saskatchewan,c557dcac-47a2-463d-8618-b660ebb28d78,2012-10-15,2016-08-21
20174,Winters Agri Partners,A,United States,Wisconsin,f30c3c4e-c602-47b1-be95-c6546deae20e,2010-05-30,2012-09-17
20385,Vandermeer N. Ag Enterprises,A,United States,Missouri,96984013-2fe5-4d5c-988b-9355449a490a,2012-01-18,2016-05-31
20339,Tollefson Grain Co,I,United States,Nebraska,4f540349-c340-4f05-95ff-8faaab52dfb1,2018-09-28,2026-03-10
20351,Eastman S. Farms LLC,I,United States,Wisconsin,d28af9d1-d41a-44d9-b4c8-a447f83e9b99,2013-02-05,2025-05-06
20022,Okafor Ag Enterprises,A,United States,Missouri,08b76332-51d7-4f63-82df-294ac1462b32,2015-03-29,2023-03-26
20265,Steiner Acres Ltd,A,United States,North Dakota,1ebb5b5d-3b2b-4c03-a55e-113d7eeefb1f,2010-01-10,2025-06-29
20349,Tollefson T. Agri Partners,I,Canada,Ontario,3463afd1-0c40-4d92-b93a-ed0d53049e46,2010-11-11,2014-12-03
20109,Pemberton & Sons,A,United States,Minnesota,4baa4094-3f82-42b2-87f5-d5ecaad8ac7d,2019-03-08,2022-04-21
20171,Ziegler Agri Partners,A,United States,Kansas,c7ce30e8-1251-45aa-88db-24bec87b45f4,2015-05-28,2022-11-17
20324,Lindqvist & Sons,A,United States,South Dakota,9b5daed2-af1e-4fe4-a90f-c74f726c6214,2018-02-26,2018-08-03
20327,Albrecht Farming Co,A,Canada,Manitoba,744aa0cc-6211-4200-9b6e-5aea09f2b606,2009-01-31,2015-08-02
20148,Falkner Farming Co,A,Canada,Saskatchewan,8d41cced-7f8b-459d-bbe4-29f7b9802c93,2015-05-15,2022-01-24
20224,Ivanov Farming Co,A,Canada,Alberta,73bf2885-49f6-4c59-bafd-bbe279c29e2c,2010-06-24,
20240,Steiner Land & Cattle,A,United States,Illinois,e6c9ad49-86ea-42cd-943d-9d220c53b43b,2014-12-02,2019-08-22
20266,Underhill Land & Cattle,A,Canada,Ontario,677dd853-c17d-44b9-97d7-2022c1e1e0f3,2019-04-22,2025-06-19
20175,Xiong Acres Ltd,A,United States,Nebraska,65f5524a-26bc-4711-99ff-a47c8bd73569,2022-11-05,2024-10-25
20258,Bergstrom Family Farms Inc,A,Canada,Manitoba,6b45e687-4ef2-48f9-8896-34bc2e0c752c,2021-10-27,2023-03-11
20346,Quandt R. Land & Cattle,P,Canada,Manitoba,493190d4-9445-40f6-a00b-88ad67eab413,2019-03-15,2019-04-17
20332,Brenner Farms,A,United States,Kansas,f7937951-f03e-492a-89ac-792729e7c284,2011-07-31,
20320,Prescott Agri Partners,A,United States,North Dakota,90e97885-1d2b-4b93-afd9-af3524c830fe,2015-06-24,2024-12-24
20306,Brenner Family Farms Inc,A,Australia,Queensland,c6ff12fa-bb56-48ef-95ee-7b474af46df4,2021-11-14,2025-05-03
20010,Iverson Farms,A,United States,Iowa,082a67f9-ce1a-448c-a193-29d4d1438bbc,2018-04-09,2025-07-18
20085,Kowalski Acres Ltd,A,United States,Indiana,89deb29f-21ed-413c-a48c-cfd7d304f113,2019-03-19,2021-12-22
20328,Ivanov Farms,A,United States,South Dakota,01a0ab4e-9eba-4a12-87f2-7e31b0717279,2022-02-10,
20132,Pemberton Grain Co,A,United States,Indiana,544c374f-1fbf-4b0d-ada0-3f904353abdc,2018-02-28,2021-06-17
20379,Boudreau M. Farming Co,A,Canada,Alberta,72f9104b-3e10-4c49-bcfb-8ae3c6d4affe,2016-08-25,2018-07-14
20337,Okafor Family Farms Inc,P,United States,Minnesota,597dad8f-0609-4f50-8426-e3eb14d491f1,2011-08-14,2014-07-13
20249,Hummel Grain Co,A,Canada,Saskatchewan,d6bbf7eb-050b-4861-a846-81fc65049095,2013-08-27,2015-01-05
20350,Delacroix A. Farms,I,United States,Iowa,005ed674-f6f2-4132-9672-34bbce4d8db5,2019-08-02,2025-04-12
20045,Holloway Farms LLC,A,United States,Missouri,f46ba0c7-ad9f-49e2-8049-ed5875e010ed,2018-09-08,2021-09-27
20105,Kowalski Land & Cattle,A,Canada,Ontario,c41922bd-02b3-4411-8a73-7406d0d2369e,2018-01-04,2020-07-24
20032,Winters Family Farms Inc,A,United States,Wisconsin,7ccd317b-dff5-486d-89c2-da1be3c88e5c,2016-12-09,2024-09-19
20168,Oberlin Farming Co,A,United States,Missouri,703dda9a-8b12-40bb-94a1-3aafb277651d,2015-04-10,2022-11-09
20403,Delacroix G. & Sons,A,United States,Kansas,f0e42277-5c31-4d55-85ca-d18dee21b914,2019-09-29,2023-09-17
20156,Pemberton Farms LLC,A,United States,Missouri,213d1c5f-7c3b-47f5-85c8-3246a590e072,2012-10-13,
20271,Brenner Acres Ltd,A,United States,North Dakota,2c0a9160-8edc-4a2f-af91-13e05c838f06,2019-10-23,2023-04-06
20345,Merriweather H. Farming Co,I,Canada,Manitoba,267367ae-911c-448e-81c8-fa0bf8273c00,2022-12-03,2026-02-04
20052,Brenner Agri Partners,A,United States,Wisconsin,1bd5e11d-4fb3-49a6-95ae-e51f7a5b0b06,2010-02-23,2025-02-06
20126,Nordin Land & Cattle,A,United States,Wisconsin,c5b64793-66e2-4bbc-a777-fdcbacd95178,2014-03-30,2024-01-23
20044,Lockhart Farms LLC,A,Canada,Saskatchewan,63879534-cc46-437e-b783-27911f1e3f5a,2011-09-05,2017-11-29
20189,Brenner Farms LLC,A,United States,Nebraska,f402c8d1-f7f0-4dfa-a26b-c52ab0a3dd75,2010-11-12,2023-10-22
20121,Delacroix Family Farms Inc,A,United States,North Dakota,9dddf887-7f9e-42ab-8cfe-be24f7956bd7,2011-03-06,2017-05-21
20218,Steiner Farming Co,A,United States,Iowa,b7b801aa-3f95-4ae7-bf6d-55ddf4a448a2,2019-02-20,2020-12-18
20079,Boudreau Agri Partners,A,United States,Ohio,5f6cdb60-3002-41ad-9963-855c7f51e50f,2009-02-16,2023-11-07
20005,Underhill Farming Co,A,Canada,Ontario,6e9dfd72-0ed7-4457-b313-29259bbf1dcf,2014-10-06,
20071,Eastman Agri Partners,A,Canada,Saskatchewan,42abb0f4-ca6c-451c-9e3f-41f7d0248bef,2015-07-06,
20203,Boudreau Acres Ltd,A,United States,Nebraska,930ab477-b245-4feb-b700-dfeddcf3b892,2021-11-11,2025-08-07
20064,Duval Farms LLC,A,United States,Wisconsin,f98d4ce3-54c7-40c3-91a9-de7add2b15f9,2014-11-24,2022-10-26
20129,Quandt Farms,A,United States,North Dakota,fef57b7d-e922-4dfc-94dc-fc3e7817071d,2013-04-16,2013-09-16
20373,Falkner R. Family Farms Inc,I,United States,Ohio,43a69b62-5327-475a-b503-6b443f4c87ab,2018-04-19,2023-03-12
20028,Delacroix Grain Co,A,United States,Illinois,492b9e5b-e31a-4976-8c5c-f9a73c7da540,2019-12-02,
20209,Ferreira Farms,A,United States,Indiana,3cb361e5-08a3-48a2-9c5b-56a8bbaa77dc,2022-09-30,2024-04-17
20220,Duval Agri Partners,A,United States,Kansas,22a478d6-8656-4928-b0ef-a2149063f02d,2011-09-11,2016-02-09
20051,Castellano Acres Ltd,A,United States,Minnesota,51d69771-89a1-43e2-8b91-acf12fd04367,2017-02-03,2025-06-29
20201,Thompson Family Farms Inc,A,United States,Kansas,3af52445-f8c0-48a9-acd9-742d23d7fead,2021-02-21,2025-12-28
20213,McAllister Farming Co,A,United States,Ohio,4acd1a70-429e-403d-bc61-88ec25348111,2013-05-18,2025-10-02
20169,Kowalski Ag Enterprises,A,United States,Illinois,7fecf5b8-d17b-4c5b-9f8a-2a8dfb873408,2021-09-18,2022-01-06
20245,Xiong Ag Enterprises,A,United States,Ohio,1d7555d9-f75e-4bd5-b12e-b8480b015491,2017-05-05,2017-09-05
20162,Albrecht Land & Cattle,A,United States,Indiana,bf22a189-2fc8-4ca9-adc0-c1408ff0cc6a,2015-06-16,2021-11-13
20248,Lockhart Acres Ltd,A,United States,Missouri,832994d7-9658-4cae-bc2d-bb9afbfc6655,2021-09-30,2024-07-15
20352,Thompson J. Farming Co,I,United States,Minnesota,7230b173-d945-4d1a-904e-771d73757a69,2019-12-20,2022-09-28
20242,Xiong Land & Cattle,A,United States,Minnesota,8f1dc534-bf41-4c25-aa6e-7887889f672b,2011-11-27,2016-08-09
20357,Duval D. Agri Partners,P,United States,Minnesota,b4c63812-6863-4916-b782-02d3484317ce,2022-10-30,2024-08-08
20066,Steiner Agri Partners,A,United States,Kansas,ff6e045e-3ec5-4824-84de-5fbd4ce03b98,2016-11-05,2023-09-27
20358,Yoder G. & Sons,I,United States,North Dakota,4720c77a-287a-4699-a095-175dceee6187,2016-12-10,
20035,Castellano Farms,A,United States,Ohio,6ccbb9fd-79f3-40ee-8cf9-dae55e989c9e,2020-03-23,2025-06-14
20233,Steiner & Sons,A,Canada,Ontario,01320d68-a241-4de6-ae09-0941f6897a3c,2019-03-17,2023-08-05
20281,Drummond Family Farms Inc,A,Australia,New South Wales,90d637fb-3874-4ee8-8092-75ccb041cb7d,2019-12-18,2023-09-07
20323,Yancey Farms,A,Canada,Alberta,cde72066-6bba-4ea3-9d14-4a1d7ca0d465,2011-03-16,
20231,Thompson Farms LLC,A,United States,Indiana,4b71bcc6-e7d3-414c-a75d-754e94e2edf8,2013-08-11,2014-12-10
20287,Okafor Acres Ltd,A,Australia,Western Australia,a7b3badc-f70b-4ebe-8082-7ad95ea23f21,2022-02-19,2022-11-19
20112,Castellano Ag Enterprises,A,United States,Ohio,235c4824-b624-404e-8c98-20e53c40d4c7,2010-05-07,
20061,Winters Farming Co,A,Canada,Alberta,d6bdfb78-49d7-4052-8d78-666b5b2b92fa,2017-09-23,2025-03-16
20152,Hummel Farming Co,A,Canada,Alberta,0649517a-c8ec-490b-b0bc-0ec0ce913801,2013-10-20,
20165,Kowalski Farming Co,A,Canada,Saskatchewan,8815d28e-0dae-4091-aa57-7c0c66af6563,2018-07-06,2025-07-18
20259,Callahan Grain Co,A,United States,Minnesota,70ccf9df-b757-45af-93a1-8de8aeab756b,2019-03-19,2020-04-30
20331,Brenner Grain Co,A,United States,North Dakota,cb9fe97d-a67a-4cb8-9493-3a9a3854bc34,2012-10-29,2021-02-18
20211,Nordin Acres Ltd,A,Canada,Alberta,1c4dad78-e931-4385-98ed-9980c928fb77,2012-08-29,
20235,Drummond Land & Cattle,A,United States,Missouri,1ed5b017-fd09-409d-971e-53c6e219d9e4,2011-05-29,2017-10-09
20103,Callahan & Sons,A,United States,Ohio,19b65698-ea51-465e-a564-91dd48c5418c,2017-03-19,
20158,Dietrich Land & Cattle,A,United States,Minnesota,50918d24-9b20-45f3-87fe-238e9ab3b106,2018-08-09,2020-09-08
20354,Girard E. & Sons,I,Canada,Alberta,95591c83-cc61-41ae-8dc7-e750bc638fd8,2022-11-16,
20377,Eastman D. Farming Co,I,United States,South Dakota,093d4c87-f4eb-4e26-aa9c-0dda8327d872,2009-03-09,
20381,Delacroix P. Farming Co,A,United States,North Dakota,b799665f-e14d-466c-aa71-1d0b07fcc561,2017-12-08,2024-06-03
20184,Girard Agri Partners,A,United States,Kansas,df4829d2-019c-43c7-b1df-eebe5b1bd425,2015-12-29,2018-11-22
20154,Iverson & Sons,A,United States,Wisconsin,43a9008f-7af0-4ced-b494-3d63ab5d6a3f,2011-09-29,2013-01-14
20269,Ziegler Acres Ltd,A,Canada,Alberta,ba431293-ffb8-455f-904a-8d9e9add4e96,2012-07-22,2026-03-08
20250,Lindqvist Farms,A,United States,Ohio,7ade76c5-79ad-4997-af2b-27355b951ae5,2012-06-20,2017-06-08
20141,Falkner Ag Enterprises,A,Canada,Ontario,f402bf62-d87f-4a61-b37e-099541b5d40e,2015-03-21,2016-08-30
20322,Boudreau Land & Cattle,A,United States,Ohio,d6bd3dec-a7dc-4391-89c7-0aee96fdee0a,2010-11-28,2015-11-22
20399,McAllister S. Grain Co,A,United States,Wisconsin,87270ea2-2fbb-4cbf-9963-5776b7937379,2012-07-29,2017-07-23
20056,Castellano Family Farms Inc,A,United States,Nebraska,6b92b369-65a0-4a48-a291-9a665c98b00f,2012-04-18,2012-11-30
20104,Okafor Farms LLC,A,United States,North Dakota,8b108641-34ee-40cb-b44d-1e050abe2606,2013-06-06,2025-11-15
20199,Albrecht Farms,A,United States,Wisconsin,20cabc58-8137-441b-9809-7255623352e3,2011-03-15,2020-11-12
20284,Prescott Family Farms Inc,A,Australia,Queensland,7d7e13de-0fa5-4de4-896e-8ed10ea77f4c,2018-04-02,2019-03-05
20188,Lockhart Grain Co,A,United States,Indiana,4b4bb8e7-16ce-463c-9e57-ea8a83c26511,2016-06-18,2025-05-26
20207,Marsh Acres Ltd,A,United States,North Dakota,da02cab4-b83a-4a2f-8f8e-4605bc2a9f04,2022-10-04,2024-08-12
20206,Ashworth Acres Ltd,A,United States,South Dakota,a2bb5089-63ba-455b-b62c-1909c87e9537,2017-04-04,2019-05-02
20118,Ivanov Grain Co,A,United States,South Dakota,41966616-f277-4775-9251-b262a94d3aed,2019-05-26,2020-08-06
20130,Prescott Acres Ltd,A,United States,South Dakota,707911d1-6d2b-413c-8281-97d9f82d702e,2022-04-10,2023-10-12
20170,Dietrich Farming Co,A,United States,Iowa,5da033c5-db4f-46a6-b3ab-451fb6323d01,2020-02-08,2025-06-30
20293,Falkner Farms,A,Australia,Victoria,acbc28ce-79f1-4635-836a-69d1a05f489a,2010-05-11,
20253,Nordin Farming Co,A,United States,North Dakota,fc8328e7-4e94-4bfc-b342-4cabadd30bde,2012-12-14,2017-08-25
20002,Okafor Grain Co,A,United States,South Dakota,bb76a051-ead1-4f2b-9e48-630c41b71a39,2016-04-18,2023-09-15
20279,Girard Land & Cattle,A,Australia,Victoria,3f39e117-0727-44dd-8b8f-17ea16dd8a57,2022-07-21,
20015,Bergstrom Land & Cattle,A,United States,South Dakota,9ce63bd4-65d9-49cf-9550-c097e24aa2a2,2015-12-11,2017-07-25
20267,Whitaker Ag Enterprises,A,United States,Missouri,2b751e5f-38d1-42f3-a3d6-9cfd31fb5e3f,2018-06-17,2018-12-28
20247,Thompson Land & Cattle,A,Canada,Alberta,3b8e6803-a958-4dc3-baa4-0172899ef4fe,2019-10-25,2026-02-02
20006,Hummel Acres Ltd,A,Canada,Saskatchewan,d086ded5-aeb4-4678-9f8f-06060539303f,2009-03-21,2023-06-15
20062,Reyes Farms,A,Canada,Alberta,ba7b33e9-5e3b-4e16-b2c4-cc9495326fa3,2014-06-18,2020-07-22
20047,Quandt Grain Co,A,Canada,Ontario,2a6c187a-6912-4d82-ae7e-3162e5620534,2020-05-19,2020-11-26
20159,Falkner Acres Ltd,A,United States,Kansas,def87429-9e3d-421c-b8d7-6e909bce8bdb,2021-07-10,
20070,Crenshaw Ag Enterprises,A,United States,Illinois,a3bc817f-787d-4e29-843c-1d19d48930a1,2011-01-24,2014-07-22
20330,Lindqvist Farms LLC,A,United States,Wisconsin,64bd5d03-3a39-44c5-92f8-33d38efa8967,2021-07-27,2022-12-30
20113,Whitaker Farms,A,United States,North Dakota,c93f40d0-19b5-4ed1-aeff-1494e74b2155,2020-06-14,2022-06-28
20260,Duval Land & Cattle,A,United States,Illinois,133db446-02f8-4be9-a31e-6b49d8ab27b2,2015-02-08,2022-06-20
20369,Novak H. Ag Enterprises,I,Canada,Alberta,1f8b7039-5b67-4408-a50a-360329745fcd,2021-04-29,2022-09-19
20263,Ziegler Land & Cattle,A,Canada,Manitoba,8de7cbb6-fba2-4495-b71f-5df0ae063cfa,2010-08-09,2010-12-26
20151,Bergstrom Acres Ltd,A,United States,Illinois,d094ed64-9bdd-4c13-a268-66e3978f6bfc,2010-11-20,
20307,Albrecht Acres Ltd,A,Australia,Queensland,267a97eb-2589-4594-9517-12946bef9a17,2010-11-14,2014-06-25
20099,Baxter Grain Co,A,Canada,Alberta,f5aa2132-defc-4d69-ae3e-2f0a5db81e79,2017-02-13,2020-01-08
20108,Hartley Farms,A,United States,Kansas,95ec35b4-9da3-459d-9a13-0e74bb1dd0d6,2017-04-01,2024-05-03
20200,Tollefson Agri Partners,A,United States,Nebraska,6f52d2ec-e45c-4c0d-9418-37e3918a59e9,2016-10-25,2021-07-13
20367,Boudreau K. Farms LLC,I,United States,North Dakota,645978ee-508e-4c51-9716-91270cbc2798,2019-02-21,2025-05-28
20386,Yoder S. Land & Cattle,A,United States,Missouri,60ed6ff9-84ae-4cf8-935d-2890ccf61942,2021-09-05,
20378,Winters R. Farms,A,Canada,Ontario,464383fd-b4b6-4fd0-8454-f1b42536acbf,2016-04-15,2017-03-01
20149,Falkner Farms LLC,A,Canada,Alberta,6814dd23-2d61-4368-a921-bb26afc8325e,2009-12-13,2015-08-30
20106,Girard Ag Enterprises,A,Canada,Ontario,6b0ef6c4-85c2-4b33-8ad1-9c555756f388,2010-09-17,2024-07-29
20261,Kerrigan Grain Co,A,Canada,Alberta,902d7a70-1748-40ea-9d4e-f465572b5300,2022-04-09,2023-08-19
20160,Kowalski & Sons,A,United States,Kansas,f14dee29-a5c3-4d80-bf10-9aa623fa2212,2011-09-28,2014-09-21
20275,Ivanov Ag Enterprises,A,Australia,Victoria,f1293d34-81eb-4b88-bc38-68eef7f1445d,2019-06-17,2023-12-06
20202,Pemberton Land & Cattle,A,United States,Iowa,8495464e-27c1-4660-aa68-6a6e09fd3300,2009-10-23,2024-12-21
20140,Yoder Family Farms Inc,A,United States,Minnesota,fb06b962-ab5d-43eb-a92d-227587402ee3,2020-03-03,2023-05-12
20039,Dietrich Family Farms Inc,A,United States,Indiana,d40f7745-4e3f-49e5-8b10-8835d6a0a433,2009-09-13,2015-09-24
20241,McAllister Acres Ltd,A,United States,Nebraska,52da5929-801c-41c9-aa77-a160b0ff814f,2015-12-19,2025-01-17
20212,Reyes Family Farms Inc,A,United States,North Dakota,4bc5fb35-6f35-40ee-bd85-6d39bca76282,2018-02-20,2021-05-22
20356,Jablonski N. Farms,I,United States,South Dakota,6d8603fc-a2dc-4259-955b-14cbd6f4ebdf,2020-12-05,2026-04-01
20068,Yoder Ag Enterprises,A,Canada,Saskatchewan,95aad3c1-9499-4632-a763-b1f97854495d,2015-08-25,2023-12-19
20011,Kowalski Farms,A,United States,Illinois,cf314a31-9397-4eae-93f2-2d11b40ecae1,2013-12-05,2015-12-26
20299,Tollefson Farming Co,A,Australia,Victoria,f58dfaf7-cf49-4e27-87e3-2166f08e328e,2018-08-03,2024-03-29
20400,Dietrich S. Family Farms Inc,A,United States,Missouri,71ef3852-0d77-410f-9ec5-eac4719c18e7,2014-04-03,2018-09-08
20290,Nordin Ag Enterprises,A,Australia,New South Wales,675ea018-0a37-4cab-b4e1-67db324481e4,2017-07-01,2021-07-29
20355,Prescott R. & Sons,I,United States,Kansas,8c831413-d744-460c-9b98-d0ff981fe5e1,2014-07-16,
20139,Holloway Farming Co,A,Canada,Ontario,4e2894dd-3fc5-41eb-8f63-4eddbb1f4f29,2017-11-30,2023-03-15
20123,Callahan Farming Co,A,United States,Minnesota,33896e9e-d40c-4e76-b46a-5d8016ba0c72,2018-09-13,2023-04-06
20302,Ashworth Agri Partners,A,Australia,Queensland,8c07842c-6cbc-469e-b31f-30c005894927,2013-08-28,2021-07-01
20278,Bergstrom Agri Partners,A,Australia,Western Australia,5f8dafce-b9d1-4060-8e38-30e29cf74076,2022-03-28,
